form_slp1	form_iast	root_slp1	root_iast	support	sources
tutUlizuH	tutūliṣuḥ	tUla	tūla	1	krm-body
tutUlizyam	tutūliṣyam	tUla	tūla	1	krm-body
tutUlizyamARaH	tutūliṣyamāṇaḥ	tUla	tūla	1	krm-body
tutUrvizA	tutūrviṣā	turvI	turvī	1	krm-body
tutUrvizaH	tutūrviṣaḥ	turvI	turvī	1	krm-body
tutUrvizaRIyam	tutūrviṣaṇīyam	turvI	turvī	1	krm-body
tutUrvizaRam	tutūrviṣaṇam	turvI	turvī	1	krm-body
tutUrvizitaH	tutūrviṣitaḥ	turvI	turvī	1	krm-body
tutUrvizitavyam	tutūrviṣitavyam	turvI	turvī	1	krm-body
tutUrvizitum	tutūrviṣitum	turvI	turvī	1	krm-body
tutUrvizitvA	tutūrviṣitvā	turvI	turvī	1	krm-body
tutUrvizuH	tutūrviṣuḥ	turvI	turvī	1	krm-body
tutUrvizyam	tutūrviṣyam	turvI	turvī	1	krm-body
tutUrvizyamARaH	tutūrviṣyamāṇaḥ	turvI	turvī	1	krm-body
tutUzA	tutūṣā	tu	tu	1	krm-body
tutUzaH	tutūṣaḥ	tu	tu	1	krm-body
tutUzaRIyam	tutūṣaṇīyam	tu	tu	1	krm-body
tutUzaRam	tutūṣaṇam	tu	tu	1	krm-body
tutUzam	tutūṣam	tu	tu	1	krm-body
tutUzitaH	tutūṣitaḥ	tu	tu	1	krm-body
tutUzitavyam	tutūṣitavyam	tu	tu	1	krm-body
tutUzitum	tutūṣitum	tu	tu	1	krm-body
tutUzitvA	tutūṣitvā	tu	tu	2	krm-body
tutUzuH	tutūṣuḥ	tu	tu	1	krm-body
tutUzyam	tutūṣyam	tu	tu	1	krm-body
tutUzyamARaH	tutūṣyamāṇaḥ	tu	tu	1	krm-body
tutiH	tutiḥ	tu	tu	1	krm-body
tutohizam	tutohiṣam	tuhir	tuhir	1	krm-body
tutohizitvA	tutohiṣitvā	tuhir	tuhir	1	krm-body
tutolayizA	tutolayiṣā	tula	tula	1	krm-body
tutolayizaH	tutolayiṣaḥ	tula	tula	1	krm-body
tutolayizaRIyam	tutolayiṣaṇīyam	tula	tula	1	krm-body
tutolayizaRam	tutolayiṣaṇam	tula	tula	1	krm-body
tutolayizam	tutolayiṣam	tula	tula	1	krm-body
tutolayizamARaH	tutolayiṣamāṇaḥ	tula	tula	1	krm-body
tutolayizitaH	tutolayiṣitaḥ	tula	tula	1	krm-body
tutolayizitavyam	tutolayiṣitavyam	tula	tula	1	krm-body
tutolayizitum	tutolayiṣitum	tula	tula	1	krm-body
tutolayizitvA	tutolayiṣitvā	tula	tula	2	krm-body
tutolayizizya	tutolayiṣiṣya	tula	tula	1	krm-body
tutolayizizyan	tutolayiṣiṣyan	tula	tula	1	krm-body
tutolayizuH	tutolayiṣuḥ	tula	tula	1	krm-body
tutolayizyam	tutolayiṣyam	tula	tula	1	krm-body
tutolayizyamARaH	tutolayiṣyamāṇaḥ	tula	tula	1	krm-body
tutoqizam	tutoḍiṣam	tuqf	tuḍṛ	1	krm-body
tutoqizitvA	tutoḍiṣitvā	tuqf	tuḍṛ	1	krm-body
tuttiH	tuttiḥ	tuda	tuda	1	krm-body
tuttvA	tuttvā	tuda	tuda	2	krm-body
tutuYji	tutuñji	tuji	tuji	1	krm-body
tutuhizam	tutuhiṣam	tuhir	tuhir	1	krm-body
tutuhizitvA	tutuhiṣitvā	tuhir	tuhir	1	krm-body
tutukzA	tutukṣā	tuza	tuṣa	1	krm-body
tutukzaH	tutukṣaḥ	tuza	tuṣa	1	krm-body
tutukzaRIyam	tutukṣaṇīyam	tuza	tuṣa	1	krm-body
tutukzaRam	tutukṣaṇam	tuza	tuṣa	1	krm-body
tutukzam	tutukṣam	tuza	tuṣa	1	krm-body
tutukzitaH	tutukṣitaḥ	tuza	tuṣa	1	krm-body
tutukzitavyam	tutukṣitavyam	tuza	tuṣa	1	krm-body
tutukzitum	tutukṣitum	tuza	tuṣa	1	krm-body
tutukzitvA	tutukṣitvā	tuza	tuṣa	2	krm-body
tutukzizuH	tutukṣiṣuḥ	tuza	tuṣa	1	krm-body
tutukzyam	tutukṣyam	tuza	tuṣa	1	krm-body
tutukzyamARaH	tutukṣyamāṇaḥ	tuza	tuṣa	1	krm-body
tutumbi	tutumbi	tubi	tubi	1	krm-body
tutumpIzam	tutumpīṣam	tunpa	tunpa	1	krm-body
tutumpizA	tutumpiṣā	tunpa	tunpa	1	krm-body
tutumpizaH	tutumpiṣaḥ	tunpa	tunpa	1	krm-body
tutumpizaRIyam	tutumpiṣaṇīyam	tunpa	tunpa	1	krm-body
tutumpizaRam	tutumpiṣaṇam	tunpa	tunpa	1	krm-body
tutumpizitaH	tutumpiṣitaḥ	tunpa	tunpa	1	krm-body
tutumpizitavyam	tutumpiṣitavyam	tunpa	tunpa	1	krm-body
tutumpizitum	tutumpiṣitum	tunpa	tunpa	1	krm-body
tutumpizitvA	tutumpiṣitvā	tunpa	tunpa	2	krm-body
tutumpizuH	tutumpiṣuḥ	tunpa	tunpa	1	krm-body
tutumpizyam	tutumpiṣyam	tunpa	tunpa	1	krm-body
tutumpizyamARaH	tutumpiṣyamāṇaḥ	tunpa	tunpa	1	krm-body
tutupuH	tutupuḥ	cupa	cupa	1	krm-body
tutuqizam	tutuḍiṣam	tuqf	tuḍṛ	1	krm-body
tutuqizitvA	tutuḍiṣitvā	tuqf	tuḍṛ	1	krm-body
tututTayizA	tututthayiṣā	tutTa	tuttha	1	krm-body
tututTayizaH	tututthayiṣaḥ	tutTa	tuttha	1	krm-body
tututTayizaRIyam	tututthayiṣaṇīyam	tutTa	tuttha	1	krm-body
tututTayizaRam	tututthayiṣaṇam	tutTa	tuttha	1	krm-body
tututTayizam	tututthayiṣam	tutTa	tuttha	1	krm-body
tututTayizamARaH	tututthayiṣamāṇaḥ	tutTa	tuttha	1	krm-body
tututTayizitavyam	tututthayiṣitavyam	tutTa	tuttha	1	krm-body
tututTayizitum	tututthayiṣitum	tutTa	tuttha	1	krm-body
tututTayizitvA	tututthayiṣitvā	tutTa	tuttha	2	krm-body
tututTayizizyamARaH	tututthayiṣiṣyamāṇaḥ	tutTa	tuttha	1	krm-body
tututTayizizyan	tututthayiṣiṣyan	tutTa	tuttha	1	krm-body
tututTayizuH	tututthayiṣuḥ	tutTa	tuttha	1	krm-body
tututTayizyam	tututthayiṣyam	tutTa	tuttha	1	krm-body
tututTayizyamARaH	tututthayiṣyamāṇaḥ	tutTa	tuttha	1	krm-body
tututsA	tututsā	tuda	tuda	1	krm-body
tututsaH	tututsaḥ	tuda	tuda	1	krm-body
tututsam	tututsam	tuda	tuda	1	krm-body
tututsamAnaH	tututsamānaḥ	tuda	tuda	1	krm-body
tututsanIyam	tututsanīyam	tuda	tuda	1	krm-body
tututsanam	tututsanam	tuda	tuda	1	krm-body
tututsitaH	tututsitaḥ	tuda	tuda	1	krm-body
tututsitavyam	tututsitavyam	tuda	tuda	1	krm-body
tututsitum	tututsitum	tuda	tuda	1	krm-body
tututsitvA	tututsitvā	tuda	tuda	3	krm-body
tututsizyamARaH	tututsiṣyamāṇaḥ	tuda	tuda	1	krm-body
tututsuH	tututsuḥ	tuda	tuda	1	krm-body
tututsyam	tututsyam	tuda	tuda	1	krm-body
tututsyamAnaH	tututsyamānaḥ	tuda	tuda	1	krm-body
tutvA	tutvā	tu	tu	2	krm-body
tuvfttito	tuvṛttito	laja	laja	1	krm-body
tuvi	tuvi	tu	tu	1	pwg
tuvigra	tuvigra	gF	gṝ	1	mw
tuvikza	tuvikṣa	kzi	kṣi	1	pwg
tuvis	tuvis	tu	tu	1	pwg
tuwwiH	tuṭṭiḥ	tuqf	tuḍṛ	1	krm-body
tuzAdyapanayanena	tuṣādyapanayanena	pUY	pūñ	1	krm-body
tuzAgniH	tuṣāgniḥ	kUla	kūla	2	krm-body
tuzArAdizu	tuṣārādiṣu	SF	śṝ	1	krm-body
tuzaH	tuṣaḥ	tuza	tuṣa	1	krm-body
tuzagrahaH	tuṣagrahaḥ	graha	graha	1	skd
tuzwa	tuṣṭa	tuz	tuṣ	2	ap,apte,vcp
tuzwaH	tuṣṭaḥ	tuza	tuṣa	1	skd
tuzwi	tuṣṭi	tuza	tuṣa	2	pwg,vcp
tuzwiH	tuṣṭiḥ	tuza	tuṣa	1	skd
tuzwiM	tuṣṭiṃ	hfza	hṛṣa	1	krm-body
tuzwvA	tuṣṭvā	tuza	tuṣa	2	krm-body
tuzyamARaH	tuṣyamāṇaḥ	tuza	tuṣa	1	krm-body
tuzyantu	tuṣyantu	idi	idi	1	krm-body
tuzyativat	tuṣyativat	Sliza	śliṣa	1	krm-body
tvABAvapakze	tvābhāvapakṣe	Kanu	khanu	1	krm-body
tvABAve	tvābhāve	GrA	ghrā	1	krm-body
tvAM	tvāṃ	cara	cara	1	krm-body
tvAca	tvāca	tvac	tvac	1	pwg
tvAcaH	tvācaḥ	tvaca	tvaca	3	krm-body
tvAcam	tvācam	tvaca	tvaca	2	krm-body
tvAcanA	tvācanā	tvaca	tvaca	1	krm-body
tvAcanIyam	tvācanīyam	tvaca	tvaca	1	krm-body
tvAcanam	tvācanam	tvaca	tvaca	1	krm-body
tvAcayamAnaH	tvācayamānaḥ	tvaca	tvaca	1	krm-body
tvAcayan	tvācayan	tvaca	tvaca	1	krm-body
tvAcayitavyam	tvācayitavyam	tvaca	tvaca	1	krm-body
tvAcayitum	tvācayitum	tvaca	tvaca	1	krm-body
tvAcayitvA	tvācayitvā	tvaca	tvaca	2	krm-body
tvAcayizyamARaH	tvācayiṣyamāṇaḥ	tvaca	tvaca	1	krm-body
tvAcitaH	tvācitaḥ	tvaca	tvaca	1	krm-body
tvAcyam	tvācyam	tvaca	tvaca	2	krm-body
tvAcyamAnaH	tvācyamānaḥ	tvaca	tvaca	1	krm-body
tvAd	tvād	aNka	aṅka	1	krm-body
tvAdadanta	tvādadanta	daDa	dadha	1	krm-body
tvAdatrAByAsasya	tvādatrābhyāsasya	tfRu	tṛṇu	1	krm-body
tvAdeva	tvādeva	SyEN	śyaiṅ	1	krm-body
tvAdvA	tvādvā	yuDa	yudha	1	krm-body
tvAm	tvām	ligi	ligi	1	krm-body
tvAmeza	tvāmeṣa	jF	jṝ	1	krm-body
tvAraH	tvāraḥ	tvarA	tvarā	1	krm-body
tvAram	tvāram	tvarA	tvarā	1	krm-body
tvArtaSabdane	tvārtaśabdane	kUN	kūṅ	1	krm-body
tvAryam	tvāryam	tvarA	tvarā	1	krm-body
tvAtmanepadI	tvātmanepadī	SunDa	śundha	1	krm-body
tvAye	tvāye	gupa	gupa	3	krm-body
tvaNgatKagaSraNgitapakzamArutaSlaNgadrajorAjiBiriNgitAmbaram	tvaṅgatkhagaśraṅgitapakṣamārutaślaṅgadrajorājibhiriṅgitāmbaram	Sragi	śragi	1	krm-body
tvaNmAMsasaMkocaH	tvaṅmāṃsasaṃkocaḥ	valla	valla	1	krm-body
tvaNmaya	tvaṅmaya	tvac	tvac	1	pwg
tvac	tvac	tvac	tvac	1	pwg
tvacIyaMs	tvacīyaṃs	tvac	tvac	1	pwg
tvaca	tvaca	tvaca	tvaca	1	krm
tvacaH	tvacaḥ	tvaca	tvaca	1	krm-body
tvacaM	tvacaṃ	tvaca	tvaca	1	krm-body
tvacanArTakatakza	tvacanārthakatakṣa	takza	takṣa	1	krm-body
tvacanArTe	tvacanārthe	takza	takṣa	1	krm-body
tvacanIyam	tvacanīyam	tvaca	tvaca	1	krm-body
tvacane	tvacane	takza	takṣa	3	krm-body
tvacisAra	tvacisāra	tvac	tvac	1	pwg
tvacitavyam	tvacitavyam	tvaca	tvaca	1	krm-body
tvacitum	tvacitum	tvaca	tvaca	1	krm-body
tvacitvA	tvacitvā	tvaca	tvaca	2	krm-body
tvacizWa	tvaciṣṭha	tvac	tvac	1	pwg
tvaco	tvaco	takza	takṣa	1	krm-body
tvacyamAnaH	tvacyamānaḥ	tvaca	tvaca	1	krm-body
tvadAdiH	tvadādiḥ	pfcI	pṛcī	1	krm-body
tvadBU	tvadbhū	BU	bhū	1	mw
tvadBogInAM	tvadbhogīnāṃ	cara	cara	1	krm-body
tvagAdiBiH	tvagādibhiḥ	guDa	gudha	1	krm-body
tvagganDaH	tvaggandhaḥ	pelf	pelṛ	1	krm-body
tvagvant	tvagvant	tvac	tvac	1	pwg
tvakSabdARRici	tvakśabdāṇṇici	tvaca	tvaca	1	krm-body
tvakza	tvakṣa	takza	takṣa	3	krm-body
tvakzas	tvakṣas	tvakza	tvakṣa	1	vcp
tvamAdAyacaro	tvamādāyacaro	cara	cara	1	krm-body
tvamapyAha	tvamapyāha	lipa	lipa	1	krm-body
tvamarhasi	tvamarhasi	tija	tija	1	krm-body
tvamekAkinI	tvamekākinī	kzuDa	kṣudha	1	krm-body
tvamezAM	tvameṣāṃ	vyaTa	vyatha	1	krm-body
tvamiti	tvamiti	baDa	badha	1	krm-body
tvamuM	tvamuṃ	mila	mila	1	krm-body
tvananubanDakAScurAdayo	tvananubandhakāścurādayo	gupa	gupa	1	krm-body
tvarAvant	tvarāvant	tvarA	tvarā	1	pwg
tvaraH	tvaraḥ	tvarA	tvarā	3	krm-body
tvaraRA	tvaraṇā	tvarA	tvarā	1	krm-body
tvaraRIya	tvaraṇīya	tvar	tvar	1	pwg
tvaraRIyam	tvaraṇīyam	tvarA	tvarā	2	krm-body
tvaraRa	tvaraṇa	tvar	tvar	1	pwg
tvaraRaM	tvaraṇaṃ	tvara	tvara	1	skd
tvaraRahiMsanayoH	tvaraṇahiṃsanayoḥ	tUrI	tūrī	1	krm-body
tvaraRam	tvaraṇam	tvarA	tvarā	2	krm-body
tvaraRamAtre	tvaraṇamātre	tUrI	tūrī	1	krm-body
tvaraRe	tvaraṇe	tUrI	tūrī	1	krm-body
tvaram	tvaram	tvarA	tvarā	2	krm-body
tvaramARaH	tvaramāṇaḥ	tvarA	tvarā	1	krm-body
tvarante	tvarante	graha	graha	1	krm-body
tvaratyantA	tvaratyantā	tvarA	tvarā	1	krm-body
tvarayitavyam	tvarayitavyam	tvarA	tvarā	1	krm-body
tvarayitum	tvarayitum	tvarA	tvarā	1	krm-body
tvarayitvA	tvarayitvā	tvarA	tvarā	2	krm-body
tvariH	tvariḥ	tvara	tvara	1	skd
tvarita	tvarita	tvar	tvar	1	pwg
tvaritaH	tvaritaḥ	tvarA	tvarā	1	krm-body
tvaritam	tvaritam	tvarA	tvarā	1	krm-body
tvaritamanena	tvaritamanena	tvarA	tvarā	1	krm-body
tvaritastUrRamAgatAn	tvaritastūrṇamāgatān	ruza	ruṣa	1	krm-body
tvaritavyam	tvaritavyam	tvarA	tvarā	1	krm-body
tvaritum	tvaritum	tvarA	tvarā	1	krm-body
tvaritvA	tvaritvā	tvarA	tvarā	2	krm-body
tvarizyamARaH	tvariṣyamāṇaḥ	tvarA	tvarā	1	krm-body
tvaryam	tvaryam	tvarA	tvarā	1	krm-body
tvaryamARaH	tvaryamāṇaḥ	tvarA	tvarā	2	krm-body
tvasya	tvasya	tija	tija	1	krm-body
tvatpAdO	tvatpādau	Sapa	śapa	1	krm-body
tvavayavArTAnugamaH	tvavayavārthānugamaḥ	tF	tṝ	1	krm-body
tvayakAraM	tvayakāraṃ	vyuza	vyuṣa	1	krm-body
tvayam	tvayam	Su	śu	1	krm-body
tvayata	tvayata	yam	yam	1	pwg
tvazwa	tvaṣṭa	tanU	tanū	1	vcp
tvazwar	tvaṣṭar	tviz	tviṣ	1	pwg
tvazwuH	tvaṣṭuḥ	tviza	tviṣa	1	krm-body
tvekzyamARaH	tvekṣyamāṇaḥ	tviza	tviṣa	1	krm-body
tvenArTe	tvenārthe	cara	cara	1	krm-body
tvetAdfSaM	tvetādṛśaṃ	DrE	dhrai	1	krm-body
tvetad	tvetad	vyaTa	vyatha	1	krm-body
tvevaM	tvevaṃ	luWa	luṭha	1	krm-body
tveza	tveṣa	tviz	tviṣ	1	pwg
tvezaH	tveṣaḥ	tviza	tviṣa	3	krm-body
tvezaRA	tveṣaṇā	tviza	tviṣa	1	krm-body
tvezaRIyam	tveṣaṇīyam	tviza	tviṣa	2	krm-body
tvezaRam	tveṣaṇam	tviza	tviṣa	2	krm-body
tvezam	tveṣam	tviza	tviṣa	2	krm-body
tvezamARaH	tveṣamāṇaḥ	tviza	tviṣa	1	krm-body
tvezanmuKA	tveṣanmukhā	tviza	tviṣa	1	krm-body
tvezas	tveṣas	tviz	tviṣ	1	pwg
tvezayamARaH	tveṣayamāṇaḥ	tviza	tviṣa	1	krm-body
tvezayitavyam	tveṣayitavyam	tviza	tviṣa	1	krm-body
tvezayitum	tveṣayitum	tviza	tviṣa	1	krm-body
tvezayitvA	tveṣayitvā	tviza	tviṣa	2	krm-body
tvezayizyamARaH	tveṣayiṣyamāṇaḥ	tviza	tviṣa	1	krm-body
tvezitaH	tveṣitaḥ	tviza	tviṣa	1	krm-body
tvezwavyam	tveṣṭavyam	tviza	tviṣa	1	krm-body
tvezwum	tveṣṭum	tviza	tviṣa	1	krm-body
tvezya	tveṣya	tviz	tviṣ	1	pwg
tvezyam	tveṣyam	tviza	tviṣa	2	krm-body
tvezyamARaH	tveṣyamāṇaḥ	tviza	tviṣa	1	krm-body
tviRaH	tviṇaḥ	I	ī	1	krm-body
tvihApUrvapaWitAH	tvihāpūrvapaṭhitāḥ	krapa	krapa	1	krm-body
tvihApUrvapaWitAssarvadA	tvihāpūrvapaṭhitāssarvadā	kadi	kadi	1	krm-body
tviw	tviṭ	tviza	tviṣa	1	krm-body
tviwka	tviṭka	tviz	tviṣ	1	pw
tviz	tviṣ	tviz	tviṣ	1	vcp
tvizA	tviṣā	tviz	tviṣ	1	pwg
tvizAmISa	tviṣāmīśa	tviz	tviṣ	1	pwg
tviza	tviṣa	tviza	tviṣa	1	krm
tvizaH	tviṣaḥ	tviza	tviṣa	1	krm-body
tvizerdevatAyAmakAraScopaDAyAH	tviṣerdevatāyāmakāraścopadhāyāḥ	tviza	tviṣa	1	krm-body
tvizi	tviṣi	tviz	tviṣ	1	pwg
tvizim	tviṣim	Siza	śiṣa	1	krm-body
tvizwiH	tviṣṭiḥ	tviza	tviṣa	1	krm-body
tvizwvA	tviṣṭvā	tviza	tviṣa	2	krm-body
tvizyamARaH	tviṣyamāṇaḥ	tviza	tviṣa	1	krm-body
tvxdit	tvḷdit	muca	muca	1	krm-body
tyAgI	tyāgī	tyaja	tyaja	1	krm-body
tyAgin	tyāgin	tyaj	tyaj	1	pwg
tyAjaH	tyājaḥ	tyaja	tyaja	2	krm-body
tyAjaka	tyājaka	tyaj	tyaj	1	pwg
tyAjam	tyājam	tyaja	tyaja	2	krm-body
tyAjanA	tyājanā	tyaja	tyaja	1	krm-body
tyAjanIyam	tyājanīyam	tyaja	tyaja	2	krm-body
tyAjana	tyājana	tyaj	tyaj	1	pwg
tyAjanam	tyājanam	tyaja	tyaja	1	krm-body
tyAjayamAnaH	tyājayamānaḥ	tyaja	tyaja	1	krm-body
tyAjayitavyam	tyājayitavyam	tyaja	tyaja	1	krm-body
tyAjayitum	tyājayitum	tyaja	tyaja	1	krm-body
tyAjayitvA	tyājayitvā	tyaja	tyaja	2	krm-body
tyAjayizyamARaH	tyājayiṣyamāṇaḥ	tyaja	tyaja	1	krm-body
tyAjitEH	tyājitaiḥ	tyaja	tyaja	1	krm-body
tyAjitaH	tyājitaḥ	tyaja	tyaja	1	krm-body
tyAjyaH	tyājyaḥ	tyaja	tyaja	1	skd
tyAjyam	tyājyam	tyaja	tyaja	2	krm-body
tyAjyamAnaH	tyājyamānaḥ	tyaja	tyaja	1	krm-body
tyUcivAn	tyūcivān	pawa	paṭa	1	krm-body
tyaRA	tyaṇā	veY	veñ	1	krm-body
tyad	tyad	tya	tya	2	pw,pwg
tyajaH	tyajaḥ	tyaja	tyaja	1	krm-body
tyajan	tyajan	dyE	dyai	1	krm-body
tyajanaM	tyajanaṃ	tyaja	tyaja	1	skd
tyajanam	tyajanam	tyaja	tyaja	1	krm-body
tyajas	tyajas	tyaj	tyaj	1	pwg,vcp
tyajerupasaMKyAnaM	tyajerupasaṃkhyānaṃ	tyaja	tyaja	1	krm-body
tyajiM	tyajiṃ	yuja	yuja	1	krm-body
tyajyamAnaH	tyajyamānaḥ	tyaja	tyaja	1	krm-body
tyaktAM	tyaktāṃ	ancu	ancu	1	krm-body
tyaktar	tyaktar	tyaj	tyaj	1	pwg
tyaktavyam	tyaktavyam	tyaja	tyaja	1	krm-body
tyaktiH	tyaktiḥ	tyaja	tyaja	1	krm-body
tyaktum	tyaktum	tyaja	tyaja	1	krm-body
tyaktvA	tyaktvā	tyaja	tyaja	2	krm-body
tyam	tyam	DAY	dhāñ	1	krm-body
tyapi	tyapi	ISa	īśa	1	krm-body
tyarTasyAviSezaRAnna	tyarthasyāviśeṣaṇānna	mnA	mnā	1	krm-body
tyarUpaH	tyarūpaḥ	iN	iṅ	1	krm-body
tyate	tyate	awa	aṭa	2	krm-body
tyatra	tyatra	tya	tya	1	pwg
tyatvapakze	tyatvapakṣe	DAvu	dhāvu	1	krm-body
tyayaH	tyayaḥ	SIN	śīṅ	1	krm-body
tyaye	tyaye	yatI	yatī	1	krm-body
tyucyate	tyucyate	maqi	maḍi	1	krm-body
tyuditavihataye	tyuditavihataye	jYA	jñā	2	krm-body
uBAkarRi	ubhākarṇi	uBa	ubha	1	pwg
uBAvapi	ubhāvapi	Suka	śuka	1	krm-body
uBa	ubha	uB	ubh	1	pwg
uBaya	ubhaya	uBa	ubha	1	pwg
uBayaTA	ubhayathā	zWivu	ṣṭhivu	1	krm-body
uBayaYcEtat	ubhayañcaitat	zWivu	ṣṭhivu	1	krm-body
uBayapadatvaM	ubhayapadatvaṃ	zasja	ṣasja	1	krm-body
uBayapadavfdDiH	ubhayapadavṛddhiḥ	SIN	śīṅ	1	krm-body
uBayapadi	ubhayapadi	Blakza	bhlakṣa	1	krm-body
uBayapaditva	ubhayapaditva	rakza	rakṣa	1	krm-body
uBayapaditvaM	ubhayapaditvaṃ	Saka	śaka	1	krm-body
uBayasyApi	ubhayasyāpi	zRE	ṣṇai	1	krm-body
uBayoH	ubhayoḥ	kzipa	kṣipa	1	krm-body
uBayorapi	ubhayorapi	kfza	kṛṣa	1	krm-body
uBayorapyanayorvaja	ubhayorapyanayorvaja	vraja	vraja	1	krm-body
uBitaH	ubhitaḥ	uBa	ubha	1	krm-body
uByate	ubhyate	unBa	unbha	1	krm-body
uDrAsaH	udhrāsaḥ	uDrasa	udhrasa	2	krm-body
uDrAsam	udhrāsam	uDrasa	udhrasa	1	krm-body
uDrAsanA	udhrāsanā	uDrasa	udhrasa	1	krm-body
uDrAsanIyam	udhrāsanīyam	uDrasa	udhrasa	1	krm-body
uDrAsanam	udhrāsanam	uDrasa	udhrasa	1	krm-body
uDrAsayamAnaH	udhrāsayamānaḥ	uDrasa	udhrasa	1	krm-body
uDrAsayan	udhrāsayan	uDrasa	udhrasa	1	krm-body
uDrAsayitavyam	udhrāsayitavyam	uDrasa	udhrasa	1	krm-body
uDrAsayitum	udhrāsayitum	uDrasa	udhrasa	1	krm-body
uDrAsayitvA	udhrāsayitvā	uDrasa	udhrasa	2	krm-body
uDrAsayizyamARaH	udhrāsayiṣyamāṇaḥ	uDrasa	udhrasa	1	krm-body
uDrAsyam	udhrāsyam	uDrasa	udhrasa	1	krm-body
uDrAsyamAnaH	udhrāsyamānaḥ	uDrasa	udhrasa	1	krm-body
uDrasa	udhrasa	uDrasa	udhrasa	1	krm-body
uDrasitAn	udhrasitān	Drasa	dhrasa	1	krm-body
uDrasitaH	udhrasitaḥ	Drasa	dhrasa	1	krm-body
uKAsrat	ukhāsrat	sraMsu	sraṃsu	1	krm-body
uKAyAH	ukhāyāḥ	sraMsu	sraṃsu	1	krm-body
uKaH	ukhaḥ	uKa	ukha	1	krm-body
uKitam	ukhitam	uKa	ukha	1	krm-body
uKyamAnaH	ukhyamānaḥ	uKa	ukha	1	krm-body
uRAdiH	uṇādiḥ	vida	vida	1	krm-body
uRAdirUpARAM	uṇādirūpāṇāṃ	Suka	śuka	1	krm-body
uRAdisUtreRa	uṇādisūtreṇa	Suca	śuca	1	krm-body
uRUpratyaye	uṇūpratyaye	sADa	sādha	1	krm-body
uRpratyayaH	uṇpratyayaḥ	vA	vā	1	krm-body
uSInarAH	uśīnarāḥ	pA	pā	1	krm-body
uSInarAdayaH	uśīnarādayaḥ	pA	pā	1	krm-body
uSInaram	uśīnaram	vaSa	vaśa	1	krm-body
uSIram	uśīram	vaSa	vaśa	2	krm-body
uSanA	uśanā	vaS	vaś	1	pwg
uSanAH	uśanāḥ	vaSa	vaśa	2	krm-body
uSenya	uśenya	vaS	vaś	1	pwg
uSik	uśik	vaSa	vaśa	2	krm-body
uSyamAnaH	uśyamānaḥ	vaSa	vaśa	1	krm-body
uSyate	uśyate	vaSa	vaśa	1	krm-body
uWetyapyeke	uṭhetyapyeke	luWa	luṭha	1	krm-body
uWiM	uṭhiṃ	luWa	luṭha	1	krm-body
uYCA	uñchā	uCi	uchi	1	krm-body
uYCAdi	uñchādi	yuja	yuja	1	krm-body
uYCAditvAt	uñchāditvāt	vftu	vṛtu	1	krm-body
uYCa	uñcha	uCi	uchi	1	vcp
uYCaH	uñchaḥ	uCi	uchi	4	krm-body
uYCam	uñcham	uCi	uchi	2	krm-body
uYCanA	uñchanā	uCi	uchi	1	krm-body
uYCanIyam	uñchanīyam	uCi	uchi	2	krm-body
uYCanam	uñchanam	uCi	uchi	2	krm-body
uYCayamAnaH	uñchayamānaḥ	uCi	uchi	1	krm-body
uYCayitavyam	uñchayitavyam	uCi	uchi	1	krm-body
uYCayitum	uñchayitum	uCi	uchi	1	krm-body
uYCayitvA	uñchayitvā	uCi	uchi	2	krm-body
uYCayizyamARaH	uñchayiṣyamāṇaḥ	uCi	uchi	1	krm-body
uYCitavyam	uñchitavyam	uCi	uchi	1	krm-body
uYCitum	uñchitum	uCi	uchi	1	krm-body
uYCitvA	uñchitvā	uCi	uchi	2	krm-body
uYCo	uñcho	uCi	uchi	1	krm-body
uYCyam	uñchyam	uCi	uchi	2	krm-body
uYCyamAnaH	uñchyamānaḥ	uCi	uchi	2	krm-body
uYcicCayizA	uñcicchayiṣā	uCi	uchi	1	krm-body
uYcicCayizuH	uñcicchayiṣuḥ	uCi	uchi	1	krm-body
uYcicCizA	uñcicchiṣā	uCi	uchi	1	krm-body
uYcicCizaH	uñcicchiṣaḥ	uCi	uchi	1	krm-body
uYcicCizaRIyam	uñcicchiṣaṇīyam	uCi	uchi	1	krm-body
uYcicCizaRam	uñcicchiṣaṇam	uCi	uchi	1	krm-body
uYcicCizam	uñcicchiṣam	uCi	uchi	1	krm-body
uYcicCizitaH	uñcicchiṣitaḥ	uCi	uchi	1	krm-body
uYcicCizitavyam	uñcicchiṣitavyam	uCi	uchi	1	krm-body
uYcicCizitum	uñcicchiṣitum	uCi	uchi	1	krm-body
uYcicCizitvA	uñcicchiṣitvā	uCi	uchi	2	krm-body
uYcicCizuH	uñcicchiṣuḥ	uCi	uchi	1	krm-body
uYcicCizyam	uñcicchiṣyam	uCi	uchi	1	krm-body
uYcicCizyamARaH	uñcicchiṣyamāṇaḥ	uCi	uchi	1	krm-body
ubDa	ubdha	uB	ubh	1	pw
ubDiH	ubdhiḥ	uBa	ubha	1	krm-body
ubaNi	ubaṅi	stanBu	stanbhu	1	krm-body
ubjA	ubjā	ubja	ubja	1	krm-body
ubjaH	ubjaḥ	ubja	ubja	3	krm-body
ubjam	ubjam	ubja	ubja	2	krm-body
ubjanA	ubjanā	ubja	ubja	1	krm-body
ubjanIyam	ubjanīyam	ubja	ubja	2	krm-body
ubjanam	ubjanam	ubja	ubja	2	krm-body
