L_id	headword	headword_slp1	root	root_slp1	root_via	root_class	root_canonical	prefixes	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	deriv_type	parse	context
33038	uddyut	uddyut	dyut	dyut	parse	1Ā,1P	Y	ud							prefix+root	ud+dyut	ud-√ 1. dyut ¦ P. Ved. (impf. -adyOt) Ā. -dyotate, to blaze up, shine, shine forth, RV. iii, 5, 9; Hariv.;  Caus. P. -dy
33054	uddru	uddru	dru	dru	parse	5P	Y	ud							prefix+root	ud+dru	ud-√ dru ¦ P. to run up or out or through; to recite quickly.
33059	uddrutya	uddrutya	dru	dru	fr-root	5P	Y								root-attribution		¦ reciting quickly (cf. anu-√ dru), ŚāṅkhGṛ. iv, 17, 5.
33060	uddhan	udDan	han	han	parse	2P,2Ā,1	Y	ud							prefix+root	ud+han	ud-Dan ¦ (ud-√ han) P. -Danti (Ved. impf. 3. sg. -ahan, RV. x, 102, 7; Impv. -hantu, iii, 33, 13, 2. du. -hatam, i, 184,
33105	uddhama	udDama	dhmā	DmA	fr-root	0	Y								root-attribution		ud-Dama ¦ See ud-√ DmA.
33117	uddhas	udDas	has	has	parse	1P	Y	ud							prefix+root	ud+has	ud-Das ¦ (ud-√ has) P. -Dasati, to break out into laughter (said of the lightning); to flash, BhP. iii, 12, 6.
33119	uddhā	udDA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	ud							prefix+root	ud+DA	1. ud-√ DA ¦ (ud-√ DA) P. (Subj. 2. pl. -daDAtana) to erect (kapfTa/m), RV. x, 101, 12; to expose (an infant), ŚBr. iv,
33124	uddhā	udDA	hā	hA	parse	3Ā	Y	ud							prefix+root	ud+hA	√ 2. ud-DA ¦ (ud- √ 1. hA) Ā. -jihIte (p. uj-ji/hAna, RV. v, 5, 1 = AV. xiii, 2, 46; see also below) to go upwards, move
33136	uddhī	udDI	dhī	DI	parse	3Ā	Y	ud							prefix+root	ud+DI	ud-√ DI ¦ P. (impf. 3. pl. -a/dIDayus) to look upwards with desire, RV. vii, 33, 5.
33141	uddhū	udDU	dhū	DU	parse	5P,5Ā,6P,9P,9Ā,1P,2Ā	Y	ud							prefix+root	ud+DU	ud-√ DU ¦ P. Ā. -DUnoti and -Dunoti, -nute, to rouse up, shake up, move, cause to rise (dust), RV. x, 23, 4; MBh.; R.; R
33147	uddhūlaya	udDUlaya						ud							compound	ud+DUlaya	ud-DUlaya ¦ Nom. (fr. DUli with ud) P. -DUlayati, to powder, sprinkle with dust or powder, Kathās.; Kād.
33151	uddhṛ	udDf	dhṛ	Df	parse	1P,1Ā	Y	ud							prefix+root	ud+Df	1. ud-√ Df ¦ P. Ā. -Darati, -te (in many cases not to be distinguished from 2. ud-Df below ; the impf. and pf. are the o
33154	uddhṛ	udDf	hṛ	hf	parse	1P,1Ā	Y	ud							prefix+root	ud+hf	2. ud-Df ¦ (ud-√ hf, in some cases not to be distinguished from 1. ud-√ Df) P. Ā. -Darati, -te (p. -Da/rat, RV.; pf. 3.
33160	uddharaṇa	udDaraRa	dhṛ	Df	fr-root	1P,1Ā	Y								root-attribution		ud-DaraRa ¦ n. (in some meanings perhaps from 1. ud-√ Df, q.v.), the act of taking up, raising, lifting up, MBh.; Śārṅg.
33185	uddhāra	udDAra	dhṛ	Df	fr-root	1P,1Ā	Y								root-attribution		ud-DAra/ ¦ as, m. (in some senses perhaps from 1. ud-√ Df), the act of raising, elevating, lifting up
33237	uddhṛṣ	udDfz	hṛṣ	hfz	parse	1P,1Ā,4P	Y	ud							prefix+root	ud+hfz	ud-Dfz ¦ (ud-√ hfz), Ved. Ā. -[d]harzate, to be excited with joy, rejoice; to do anything with joy or pleasure, RV. iv,
33247	uddhmā	udDmA	dhmā	DmA	parse	0	Y	ud							prefix+root	ud+DmA	ud-√ DmA ¦ P. -Damati, to blow out, breathe out, expire (see ud-DmAya below); to inflate, make known by blowing (a trump
33257	uddhvaṃs	udDvaMs	dhvaṃs	DvaMs	parse	1P,1Ā	Y	ud							prefix+root	ud+DvaMs	ud-√ DvaMs ¦ Ā. -DvaMsate, to be affected or attacked (by disease &c.), Car. : Caus. P. -DvaMsayati, to attack, cause to
33263	uddhve	udDve	hve	hve	parse	1P,1Ā	Y	ud							prefix+root	ud+hve	ud-Dve ¦ (ud-√ hve) P. -Dvayati (impf. 1. sg. -ahvam, AV.) to call out, entice, AV. x, 10, 22; xviii, 2, 23; AitBr.
33264	udbandh	udbanD	bandh	banD	parse	9P,9Ā,1P,1Ā,4P,4Ā	Y	ud							prefix+root	ud+banD	ud-√ banD ¦ Ā. (Pot. -baDnIta) to tie up, hang one's self, ŚBr. xi, 5, 1, 8.
33278	udbādh	udbAD	bādh	bAD	parse	1Ā,1P	Y	ud							prefix+root	ud+bAD	ud-√ bAD ¦ Ā. -bADate, to burst forth, break forth, ŚBr.
33285	udbudh	udbuD	budh	buD	parse	1P,1Ā,4Ā,4P	Y	ud							prefix+root	ud+buD	ud-√ buD ¦ Ā. -buDyate (aor. 3. pl. -abuDran, RV.) to awake, RV. vii, 72, 3; x, 101, 1; VS.
33305	udbrū	udbrU	brū	brU	parse	2P,2Ā	Y	ud							prefix+root	ud+brU	ud-√ brU ¦ Ā. -bruvate, to extol, praise (see RTL. p. 424), TBr. i, 7, 10, 6; ŚBr. v; ii, 2, 4 (to renounce, give up, NB
33306	udbhañj	udBaYj	bhañj	BaYj	parse	7P,7Ā	Y	ud							prefix+root	ud+BaYj	ud-√ BaYj ¦ See forms below.
33315	udbharts	udBarts	bharts	Barts	parse	10Ā,10P,1	Y	ud							prefix+root	ud+Barts	ud-√ Barts ¦ P. (impf. 2. pl.? -aBartsata, ŚāṅkhŚr. xii, 23, 1; -aBartsaTa? AV. xx, 134, 1[MSS.]) to use roughly?
33316	udbhava	udBava	bhū	BU	fr-root	1P,1Ā	Y								root-attribution		ud-Bava ¦ See ud-√ BU.
33318	udbhā	udBA	bhā	BA	parse	2P	Y	ud							prefix+root	ud+BA	ud-√ BA ¦ P. -BAti, to become visible, appear, Mn.; BhP.
33319	udbhās	udBAs	bhās	BAs	parse	1Ā,1P	Y	ud							prefix+root	ud+BAs	ud-√ BAs ¦ P. Ā. -BAsati, -te, to come forth or appear brightly, shine, MBh.; R.; Kathās.; to become visible, strike, MB
33329	udbhid	udBid	bhid	Bid	parse	7P,7Ā,1P	Y	ud							prefix+root	ud+Bid	1. ud-√ Bid ¦ P. -Binatti (Subj. -Bina/dat, RV.; Pot. 1. sg. -Bideyam, AV.) to break or burst through, break out; to app
33360	udbhū	udBU	bhū	BU	parse	1P,1Ā	Y	ud							prefix+root	ud+BU	1. ud-√ BU ¦ P. -Bavati, to come up to, reach, be equal, ŚBr.; TBr.; to rise, rise against, Kathās.; to come forth, aris
33390	udbhṛ	udBf	bhṛ	Bf	parse	1P,1Ā,3P,3Ā,2P,2Ā	Y	ud							prefix+root	ud+Bf	ud-√ Bf ¦ P. Ā. -Barati, -te (pf. -jaBAra pres. p. -Ba/rat; but -biBrat, Gīt. i, 16) to take or carry away or out, RV.;
33392	udbhram	udBram	bhram	Bram	parse	1P,4P	Y	ud							prefix+root	ud+Bram	ud-√ Bram ¦ P. -Bramati, BrAmyati, to whirl or move, upwards, start or jump up; to rise, ascend, raise one's self, R.; G
33414	udyat	udyat	i	i	fr-root	2P,2Ā	Y								root-attribution		ud-yat ¦ mfn. (fr. ud-√ i, q.v.), rising &c.
33419	udyam	udyam	yam	yam	parse	1P,1Ā	Y	ud							prefix+root	ud+yam	ud-√ yam ¦ P. -yacCati (aor. -ayAn, RV. vi, 71, 5), Ā. (if the result of the action returns to the agent, Pāṇ. i, 3, 75)
33454	udyā	udyA	yā	yA	parse	2P	Y	ud							prefix+root	ud+yA	ud-√ yA ¦ P. -yAti, to rise (as the sun), RV. x, 37, 3; to go out or away, start from, ŚBr. xiv, 5, 4, 1; Ragh.; to rais
33472	udyu	udyu	yu	yu	parse	3P,3Ā	Y	ud							prefix+root	ud+yu	ud-√ 2. yu ¦ P. Ā. -yOti, (1. pl. -yuvAmahe) to draw up or upwards, RV. vi, 57, 6; TS. ii, 6, 5, 5; to join, mix; to con
33476	udyuj	udyuj	yuj	yuj	parse	7P,7Ā	Y	ud							prefix+root	ud+yuj	1. ud-√ yuj ¦ P. Ā. -yunakti, -yuNkte (inf. -yuje/, AV.) to join, be in contact with, AV. vi, 70, 2; to get off or away,
33488	udyudh	udyuD	yudh	yuD	parse	4Ā,4P,1P	Y	ud							prefix+root	ud+yuD	ud-√ yuD ¦ P. -yoDati, to bubble up (as water), AV. xii, 3, 29; to fly into a passion, show enmity or hatred against, Tā
33496	udrañj	udraYj	rañj	raYj	parse	1,4P,4Ā	Y	ud							prefix+root	ud+raYj	ud-√ raYj ¦ Intens. P. -rA/rajIti, to become agitated, fly into a passion, AV. vi, 71, 2.
33499	udram	udram	ram	ram	parse	1Ā,1P	Y	ud							prefix+root	ud+ram	ud-√ ram ¦ P. (impf. -aramat) to cease, leave off (speaking), ŚBr. vii, 4, 1, 39.
33502	udric	udric	ric	ric	parse	7P,7Ā,1P,4Ā,10	Y	ud							prefix+root	ud+ric	ud-√ ric ¦ Pass. -ricyate (pf. -ririce, RV.) to be prominent, stand out, exceed, excel, preponderate, RV. i, 102, 7; vii
33515	udruc	udruc	ruc	ruc	parse	1Ā,1P	Y	ud							prefix+root	ud+ruc	ud-√ ruc ¦ Ā. (impf. 2. sg. -arocaTAs) to shine forth, AV. xiii, 3, 23.
33518	udrudh	udruD	rudh	ruD	parse	1P	Y	ud							prefix+root	ud+ruD	ud-√ 2. ruD ¦ P. (aor. -arOtsIt) to push away, turn out, ŚBr. xiv, 7, 1, 41.
33531	udvad	udvad	vad	vad	parse	1P,1Ā	Y	ud							prefix+root	ud+vad	ud-√ vad ¦ P. -vadati (inf. u/d-vaditos, MaitrS. i, 4, 10) to raise one's voice, utter, speak, pronounce, RV. x, 166, 5;
33533	udvadh	udvaD	vadh	vaD	parse		Y	ud							prefix+root	ud+vaD	ud-√ vaD ¦ P. (aor. Subj. -vaDIt) to tear to pieces, lacerate, RV. ii, 42, 2; VS. xiii, 16.
33535	udvap	udvap	vap	vap	parse	1P,1Ā	Y	ud							prefix+root	ud+vap	ud-√ 2. vap ¦ P. -va/pati, (pf. 2. du. -Upa/Tus and -UpaTus, RV.) to pour out, take out; to scrape, dig up; to throw awa
33542	udvam	udvam	vam	vam	parse	1P	Y	ud							prefix+root	ud+vam	ud-√ vam ¦ P. -vamati, to vomit out, spit out; to give out, emit, shed (tears), throw (arrows, glances &c.), TS.; MBh.;
33550	udvarga	udvarga	vṛj	vfj	fr-root	1,7P,2Ā	Y								root-attribution		ud-varga ¦ See ud-√ vfj.
33551	udvarta	udvarta	vṛt	vft	fr-root	1Ā	Y								root-attribution		ud-varta ¦ &c. See ud-√ vft.
33553	udvardhana	udvarDana	vṛdh	vfD	fr-root	1Ā,1P,10	Y								root-attribution		ud-varDana ¦ See ud-√ vfD.
33554	udvas	udvas	vas	vas	parse	6P	Y	ud							prefix+root	ud+vas	ud-√ 5. vas ¦ P. -vasati, to live away, MW. : Caus. P. Ā. -vAsayati, -te, to cause to live away; to banish, expel; to re
33569	udvah	udvah	vah	vah	parse	1P,1Ā	Y	ud							prefix+root	ud+vah	ud-√ vah ¦ P. Ā. -vahati, -te, to lead or carry out or up, draw out, save, RV. i, 50, 1; vii, 69, 7; AV.; AitBr.; Tāṇḍya
33615	udvā	udvA	vā	vA	parse	2P	Y	ud							prefix+root	ud+vA	ud-√ vA ¦ P. -vAti, to be blown out, go out, AitBr. viii, 28, 10; Kauś. (cf. ud-√ vE.)
33618	udvādana	udvAdana	vad	vad	fr-root	1P,1Ā	Y								root-attribution		ud-vAdana ¦ See ud-√ vad.
33624	udvāś	udvAS	vāś	vAS	parse	4Ā	Y	ud							prefix+root	ud+vAS	ud-√ vAS ¦ Ā. -vASyate, to address in a weeping voice or while uttering lamentations, Bhaṭṭ. iii, 32.
33630	udvighuṣ	udviGuz	ghuṣ	Guz	parse	1P,1Ā	Y	ud vi							prefix+root	ud+vi+Guz	ud-vi-√ Guz ¦ Caus. P. -Gozayati, to cause to sound loud; to declare or proclaim aloud, BhP.
33631	udvicakṣ	udvicakz	cakṣ	cakz	parse	2Ā,2P	Y	ud vi							prefix+root	ud+vi+cakz	ud-vi-√ cakz ¦ Ā. -cazwe, to perceive, BhP. xi, 23, 44.
33632	udvij	udvij	vij	vij	parse	6Ā,1P,3P,3Ā	Y	ud							prefix+root	ud+vij	ud-√ vij ¦ Ā. -vijate (rarely -vejate in MBh.) P. -vijati (rarely), to gush or spring upwards, AV. iv, 15, 3; to be agit
33657	udvega	udvega	kṛ	kf	fr-root	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								root-attribution		¦ (udvegaM√ kf, to disturb; to be disturbed in mind, R.; Sāh.; Pañcat. &c.)
33679	udvidṝ	udvidF	dṝ	dF	parse	9P,2P,2Ā	Y	ud vi							prefix+root	ud+vi+dF	ud-vi-√ dF ¦ Caus. P. -dArayati, to dig up, turn or tear up, BhP. x, 68, 71.
33680	udviddha	udvidDa	vyadh	vyaD	fr-root	4P,4Ā	Y								root-attribution		ud-vidDa ¦ mfn. See ud-√ vyaD.
33682	udvisṛj	udvisfj	sṛj	sfj	parse	6P,6Ā	Y	ud vi							prefix+root	ud+vi+sfj	ud-vi-√ sfj ¦ P. -sfjati, to leave, abandon, BhP. iv, 31, 22.
33683	udvīkṣ	udvIkz	īkṣ	Ikz	parse	1Ā	Y	ud vi							prefix+root	ud+vi+Ikz	ud-vIkz ¦ (ud-vi-√ Ikz) Ā. -vIkzate, to look up or upwards, look at, view; to perceive, Śak.; Ratnāv.; Amar. &c.; to con
33689	udvīj	udvIj	vīj	vIj	parse	1P,1Ā,10	Y	ud							prefix+root	ud+vIj	ud-√ vIj ¦ Pass. -vIjyate, to be blown upon or against, MBh. iii, 1757.
33690	udvṛ	udvf	vṛ	vf	parse	5,9,1P,1Ā	Y	ud							prefix+root	ud+vf	ud-√ vf ¦
33692	udvṛ	udvf	vṛ	vf	parse	5,9,1P,1Ā	Y	ud							prefix+root	ud+vf	ud-√ vf ¦ Ā. (Impv. 2. sg. -varasva) to elect, select, choose, R. (ed. Schlegel), ii, 11, 9;  (v.l. -Darasva ed. Bombay.
33694	udvṛj	udvfj	vṛj	vfj	parse	1,7P,2Ā	Y	ud							prefix+root	ud+vfj	ud-√ vfj ¦ P. (Impv. 2. sg. -vfNgDi) to tear out, pluck out, root up (figuratively), KauṣUp. ii, 7 : Intens. (p. -va/rIv
33696	udvṛt	udvft	vṛt	vft	parse	1Ā	Y	ud							prefix+root	ud+vft	ud-√ vft ¦ P. (pf. -vavarta) to go asunder, burst open, ŚBr. iv, 4, 3, 4 : Ā. -vartate, to go upwards, rise, ascend, swe
33725	udvṛdh	udvfD	vṛdh	vfD	parse	1Ā,1P,10	Y	ud							prefix+root	ud+vfD	ud-√ vfD ¦ See ud-vfdDa below.
33728	udvṛṣ	udvfz	vṛṣ	vfz	parse	1P,1Ā	Y	ud							prefix+root	ud+vfz	ud-√ vfz ¦ Ā. (Impv. 2. sg. -vAvfzasva, RV. viii, 50, 7; p. -vAvfzARa/, RV. iv, 20, 7; 29, 3) to pour out, distribute pl
33730	udvṛh	udvfh	vṛh	vfh	parse	0	Y	ud							prefix+root	ud+vfh	ud-√ vfh ¦ P. -vfhati, to draw up, pull out by the roots, eradicate, RV. iii, 30, 17; vi, 48, 17; TS.; ŚBr.; KātyŚr.; MB
33732	udve	udve	ve	ve	parse	1P,1Ā	Y	ud							prefix+root	ud+ve	ud-√ ve ¦ P. -vayati, to weave or fasten to or up, AitBr. iv, 19, 3; TBr. i, 2, 4, 2.
33736	udvep	udvep	vep	vep	parse	0	Y	ud							prefix+root	ud+vep	ud-√ vep ¦ Ā. -vepate, to tremble, be agitated or frightened, AV. v, 21, 2; TBr.; Kāṭh.; MBh. : Caus. P. -vepa/yati, to
33745	udvell	udvell	vell	vell	parse	1P	Y	ud							prefix+root	ud+vell	ud-√ vell ¦ P. -vellati, to toss up; to raise one's self, rise, Mālatīm. 140, 3; Kathās. lix, 42.
33747	udveṣṭ	udvezw	veṣṭ	vezw	parse	1Ā	Y	ud							prefix+root	ud+vezw	ud-√ vezw ¦ Ā. -vezwate, to wind or twist upwards, writhe, MBh. : Caus. P. -vezwayati, to untwist, Kathās.; to open, uns
33755	udvai	udvE	vai	vE	parse	1P,1Ā	Y	ud							prefix+root	ud+vE	ud-√ vE ¦ P. -vA/yati (aor. -avAsIt, ŚBr. x, 3, 3, 8) to become weak or languish, faint, be extinguished, go out (as fir
33757	udvyadh	udvyaD	vyadh	vyaD	parse	4P,4Ā	Y	ud							prefix+root	ud+vyaD	ud-√ vyaD ¦
33759	udvyudas	udvyudas	as	as	parse	2P,2Ā	Y	ud vi ud							prefix+root	ud+vi+ud+as	ud-vy-ud-√ 2. as ¦ P. -asyati, to give up wholly or completely, BhP. iv, 7, 44.
33760	udvraj	udvraj	vraj	vraj	parse	1P,10P	Y	ud							prefix+root	ud+vraj	ud-√ vraj ¦ P. -vrajati, to go away or out of (the house) ; to leave, abandon (one's house), TāṇḍyaBr.; ChUp.
33773	unnaṭ	unnaw	naṭ	naw	parse	1P	Y	ud							prefix+root	ud+naw	un-√ naw ¦ Caus. -nAwayati, to jump towards; to injure (with gen.), Kāś. on Pāṇ. ii, 3, 56.
33774	unnad	unnad	nad	nad	parse	1P	Y	ud							prefix+root	ud+nad	un-√ nad ¦ (ud-√ nad) P. -nadati, to cry out, roar, make a noise, MBh.; R.; BhP.; Kum.; Pañcat.
33777	unnabh	unnaB	nabh	naB	parse	1Ā,1P,4,9P,9Ā	Y	ud							prefix+root	ud+naB	un-naB ¦ (ud-√ naB), Caus. (Impv. 2. sg. -namBaya) to tear open, open, TS.
33778	unnam	unnam	nam	nam	parse	1P,1Ā	Y	ud							prefix+root	ud+nam	un-√ nam ¦ (ud-√ nam) P. -namati, to bend upwards, raise one's self, rise, ascend, Prab.; Mṛcch.; Pañcat.; Bhartṛ. &c.;
33821	unnaś	unnaS	naś	naS	parse	1P,1Ā	Y	ud							prefix+root	ud+naS	un-√ naS ¦ (ud- √ 1. naS) P. (Subj. -naSat) to reach, obtain, RV. i, 164, 22; ii, 23, 8.
33823	unnah	unnah	nah	nah	parse	4P,4Ā	Y	ud							prefix+root	ud+nah	un-√ nah ¦ (ud-√ nah) P. -nahyati, to tie up, bind up; to free from fetters or ties, push out, Suśr.; Kauś.; to free one
33842	unnidhā	unniDA	dhā	DA	parse	3P,3Ā,1P,1Ā,2P,4Ā,4P	Y	ud ni							prefix+root	ud+ni+DA	un-ni-√ DA ¦ (ud-ni-√ DA) Ā. -Datte, to hold above, BhP.
33843	unnī	unnI	nī	nI	parse	1P,1Ā	Y	ud							prefix+root	ud+nI	1. un-√ nI ¦ (ud-√ nI) P. Ā. -nayati, -te, to lead up or out, lead upwards or up to; to bring or fetch out of, free from
33869	unmajj	unmajj	majj	majj	parse	6P	Y	ud							prefix+root	ud+majj	un-√ majj ¦ (ud-√ majj) P. -majjati, to emerge, AV. x, 4, 4 (-ma/jya), TBr.; MBh.; Śak.; Śiś. &c.; to dive, ĀśvGṛ. iv, 4
33875	unmath	unmaT						ud							other	ud	un-maT or -manT ¦ (ud-√ ma[n]T) P. -maTnAti, to shake up, disturb, excite, MBh.; BhP.; PārGṛ.; to stir up, rouse, MBh.;
33881	unmathāy	unmaTAy						ud							compound	ud+maTAy	un-√ maTAy ¦ (derived fr. the simple root) P. -maTAyati, to shake up, rouse, AV. xx, 132, 4.
33901	unmad	unmad	mad	mad	parse	4P,1P,1Ā,3P,3Ā	Y	ud							prefix+root	ud+mad	un-√ mad ¦ (ud-√ mad) P. -mAdyati, to become disordered in intellect or distracted, be or become mad or furious, TS.; TB
33960	unmanīas	unmanIas	as	as	parse	2P,2Ā	Y								stem+root (denominal/cmpd)	unmanI+as	unmanI-√ as ¦ to become perplexed or excited; to become absent in mind, Kāś. on Pāṇ. v, 4, 51; Kathās.
33961	unmanīkṛ	unmanIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y								stem+root (denominal/cmpd)	unmanI+kf	unmanI-√ kf ¦ to make perplexed or excited, Kāś.; Prab.
33963	unmanībhū	unmanIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	unmanI+BU	unmanI-√ BU ¦ = -√ 1. as above.
33964	unmand	unmand	mand	mand	parse	1Ā,1P	Y	ud							prefix+root	ud+mand	un-√ mand ¦ (ud- √ 1. mand) P. (Impv. 3. pl. -mandantu, RV. viii, 64, 1; pf. -mamanda, ii, 33, 6; aor. 3. pl. -amandizus
33967	unmā	unmA	mā	mA	parse	3P,3Ā	Y	ud							prefix+root	ud+mA	1. un-mA ¦ (ud- √ 3. mA).
33990	unmi	unmi	mi	mi	parse	5P,5Ā	Y	ud							prefix+root	ud+mi	un-√ mi ¦ (ud- √ 1. mi) P. (3. pl. -minvanti) to set upright (e.g. a post), AitBr. ii, 2, 7.
33992	unmiṣ	unmiz	miṣ	miz	parse	6P	Y	ud							prefix+root	ud+miz	un-√ miz ¦ (ud- √ 1. miz) P. -mizati (but once Ā., p. -mizamARa, MBh. ix, 3280) to open the eyes, draw up the eyelids, M
34004	unmī	unmI	mī	mI	parse	9P,9Ā	Y	ud							prefix+root	ud+mI	un-√ mI ¦ (ud-√ mI) P. (Pot. -mimIyAt, RV. x, 10, 9) Ā. (or Pass.?) -mIyate (ChUp. viii, 6, 5), to disappear.
34005	unmīl	unmIl	mīl	mIl	parse	1P,1Ā	Y	ud							prefix+root	ud+mIl	un-√ mIl ¦ (ud-√ mIl) P. -mIlati, to open the eyes; to open (as an eye), ṢaḍvBr.; Hariv.; R.; Hit.; Bhaṭṭ.; to become vi
34019	unmuc	unmuc	muc	muc	parse	1Ā	Y	ud							prefix+root	ud+muc	un-√ muc ¦ (ud-√ muc) P. Ā. -muYcati, -te (Impv. 2. sg. -mumugDi, RV. i, 25, 21; aor. 2. sg. -amukzAs, AV. ii, 10, 6) to
34033	unmud	unmud	mud	mud	parse	10P	Y	ud							prefix+root	ud+mud	un-mud ¦ (ud-√ mud).
34036	unmurch	unmurC	murch	murC	parse	1P	Y	ud							prefix+root	ud+murC	un-√ murC ¦ (ud-√ murC) P. -mUrCati, to become weak, faint, Kuv.; Mcar.
34037	unmuṣ	unmuz	muṣ	muz	parse	1P	Y	ud							prefix+root	ud+muz	un-muz ¦ (ud-√ muz).
34039	unmuh	unmuh	muh	muh	parse	4P,4Ā	Y	ud							prefix+root	ud+muh	1. un-muh ¦ (ud-√ muh).
34051	unmṛj	unmfj	mṛj	mfj	parse	2P,2Ā,6P,6Ā,1P,1Ā,10	Y	ud							prefix+root	ud+mfj	un-√ mfj ¦ (ud-√ mfj) Ā. (-mfjate aor. 3. pl. -amfkzanta, RV. i, 126, 4) to pull or draw near to one's self; to receive,
34057	unmṛd	unmfd	mṛd	mfd	parse	9P,1P,1Ā	Y	ud							prefix+root	ud+mfd	un-√ mfd ¦ (ud-√ mfd) P. -mfdati, to rub, mash together, mingle, KātyŚr.; Lāṭy. : Caus. -mardayati, to rub (the body).
34062	unmṛś	unmfS	mṛś	mfS	parse	6P,6Ā	Y	ud							prefix+root	ud+mfS	un-√ mfS ¦ (ud-√ mfS) P. -mfSati, to touch from above, ŚBr. vi, 3, 3, 12 : Ā. (Impv. -mfSasva) to lift up (after having
34067	upa	upa	gam	gam	fr-root	1P,2P,3P,1Ā	Y								root-attribution		u/pa ¦ ind. (a preposition or prefix to verbs and nouns, expressing) towards, near to (opposed to apa, away), by the sid
34071	upaṛ	upaf	ṛ	f	parse	1,3,5P,5Ā	Y	upa							prefix+root	upa+f	upa-√ f ¦ See upAr.
34091	upakalpa	upakalpa	kḷp	kxp	fr-root	1Ā,1P	Y								root-attribution		upa-kalpa ¦ &c. See upa-√ kxp.
34098	upakiraṇa	upakiraRa	kṝ	kF	fr-root	6P,6Ā	Y								root-attribution		upa-kiraRa ¦ See upa-√ kF.
34111	upakūj	upakUj	kūj	kUj	parse	1P	Y	upa							prefix+root	upa+kUj	upa-√ kUj ¦
34119	upakṛ	upakf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y	upa							prefix+root	upa+kf	upa-√ 1. kf ¦ P. Ā. -karoti, -kurute, to bring or put near to, furnish with, provide, Mn.; Vikr.; Ratnāv.; to assist, he
34127	upakaraṇa	upakaraRa	kṝ	kF	fr-root	6P,6Ā	Y								root-attribution		¦ (according to some also) heaping earth (fr. √ kF), Viṣṇ.
34130	upakaraṇīkṛ	upakaraRIkf	kṛ	kf	parse	2P,2Ā,1P,1Ā,5P,5Ā,8P,8Ā	Y	upa							prefix+root	upa+karaRI+kf	upa-karaRI-√ kf ¦ to cause to be instrument, make dependent, Hit.; Hcar.; Kād.
34131	upakaraṇībhū	upakaraRIBU	bhū	BU	parse	1P,1Ā	Y								stem+root (denominal/cmpd)	upakaraRI+BU	upakaraRI-√ BU ¦ to become an instrument, become or be dependent, Kād.
34136	upakāra	upakAra	vṛt	vft	fr-root	1Ā	Y								root-attribution		¦ (upakAre-√ vft, to be of service to another, R.)
34188	upakṛt	upakft	kṛt	kft	parse	6P,6Ā,1P	Y	upa							prefix+root	upa+kft	upa-√ 1. kft ¦ P. -kfntati, to hurt, violate, R.
34189	upakṛṣ	upakfz	kṛṣ	kfz	parse	1P,1Ā,6P,6Ā	Y	upa							prefix+root	upa+kfz	upa-√ 1. kfz ¦ P. -karzati, to draw towards or near one's self, Suśr.; BhP.; to draw with one's self, draw or drag away,
34194	upakṝ	upakF	kṝ	kF	parse	6P,6Ā	Y	upa							prefix+root	upa+kF	upa-√ kF ¦ P. -kirati, to scatter or throw down, scatter upon; to pour upon, besprinkle, bestrew, ŚBr.; KātyŚr.; MBh. &c
34200	upakḷp	upakxp	kḷp	kxp	parse	1Ā,1P	Y	upa							prefix+root	upa+kxp	upa-√ kxp ¦ Ā. -kalpate, to be fit for, be ready at hand, become, ŚBr.; BhP.; to serve as, lead to (with dat.), R. v, 25
34219	upakram	upakram	kram	kram	parse	1P,1Ā,4P,4Ā	Y	upa							prefix+root	upa+kram	upa-√ kram ¦ P. -krAmati (rarely -kramati) Ā. -kramate, to go near, approach, come to, RV. viii, 1, 4; 21, 2; 81, 7; MBh
34248	upakrī	upakrI	krī	krI	parse	9P,9Ā	Y	upa							prefix+root	upa+krI	upa-√ krI ¦
34250	upakrīḍ	upakrIq	krīḍ	krIq	parse	1P,1Ā	Y	upa							prefix+root	upa+krIq	upa-√ krIq ¦ P. -krIqati, to play or dance around, MBh. xiii, 3832.
34253	upakruś	upakruS	kruś	kruS	parse	1P,1Ā	Y	upa							prefix+root	upa+kruS	upa-√ kruS ¦ P. -kroSati, to scold, blame: Caus. -kroSayati, to cause to cry or lament, BhP.
34263	upaklid	upaklid	klid	klid	parse	4Ā,4P	Y	upa							prefix+root	upa+klid	upa-√ klid ¦ P. to become wet; to rot, putrefy: Caus. -kledayati, to make wet, soak, Car.
34271	upakṣar	upakzar	kṣar	kzar	parse	1P,1Ā,2P	Y	upa							prefix+root	upa+kzar	upa-√ kzar ¦ P. -kzarati, to flow or stream towards, RV. i, 124, 4; v, 62, 4; AitBr.; to pour over, TBr.
34272	upakṣi	upakzi	kṣi	kzi	parse	1P	Y	upa							prefix+root	upa+kzi	1. upa-√ 1. kzi ¦ Pass. -kzIyate, to waste away, decay, be consumed or exhausted, TBr.
