L_id	headword	headword_slp1	root	root_slp1	root_source	prefixes	karaka	karaka_sense	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	context
14513	ghoṣaḥ	GozaH	ghuṣ	Guz	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#GozaH#}¦ [{#Guz-BAve GaY#}] ∙
14516	ghoṣaṇam	GozaRam	ghuṣ	Guz	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#GozaRam, -RA#}¦ [{#Guz BAve lyuw#}] ∙
14570	cakita	cakita	cak	cak	local		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	{#cakita#}¦ {%<lex>a.</lex>%} [{#cak-kartari kta#}] ∙
14719	caraṇaḥ	caraRaH	car	car	local		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#caraRaH, -Ram#}¦ [{#car-karaRe lyuw#}] ∙
14741	carciḥ	carciH	carc	carc	local		BAve	action / abstract (bhāve)	in	in	Possessive — “having X”	taddhita affix 'in' -> -in; possessive '-in' ('having') | anubandha: matvartha (possessive) affix		WIL	{#carciH#}¦ {%<lex>f.</lex>%} [{#carc BAve in#}] ∙
14763	carvaṇam	carvaRam	carv	carv	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#carvaRam, -RA#}¦ [{#carv BAve lyuw#}] ∙
14773	calana	calana	cal	cal	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#calana#}¦ {%<lex>a.</lex>%} [{#cal BAve lyuw#}] M
14810	cātakaḥ	cAtakaH	yācane	yAcane	local		kartari	agent (kartari)	ṇvul	Rvul	Agent — the doer	kṛt affix 'ṇvul' -> -aka; agent noun (vṛddhi) | anubandha: nit (.n): causes vrddhi of the base vowel (7.2.115-117); indicatory u: distinguishes the affix; conditions i.t in some forms; lit: acute on the vowel just before the it-letter (6.1.193)	ṇ = it (→ vṛddhi) ; l = it ; vu → aka (P.7.1.1) ; → -aka	Apte-SH(affix_map.tsv)	#-kI#} {%<lex>f.</lex>%}) [{#cat yAcane kartari Rvul#}] <
14836	cātram	cAtram	cāy	cAy	local		karaRe	instrument (karaṇe)	ṣṭran	zwran	Other	uncurated affix 'ṣṭran' | it-letters: sit (.s): feminine is formed with nis -i (4.1.41); tit (.t): feminine is formed with nip -i (4.1.15)		generic-decoder	{#cAtram#}¦ [{#cAy karaRe zwran#}] A
14884	cālanam	cAlanam	cal	cal	nearest-root		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#cAlanam#}¦ [{#cal-Ric BAve lyuw#}] ∙
14932	cit	cit	cit	cit	nearest-root		BAve	action / abstract (bhāve)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	it#}¦ {%<lex>f.</lex>%} [{#cit-saMpadA˚ BAve kvip#}] ∙
14937	cittiḥ	cittiH	cit	cit	local		BAve	action / abstract (bhāve)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	{#cittiH#}¦ {%<lex>f.</lex>%} [{#cit BAve ktin#}] ∙
14943	cetas	cetas	cit	cit	local		karaRe	instrument (karaṇe)	asun	asun	Uṇādi formation	uṇādi affix 'asun' -> -as; Uṇādi neuter noun ('-as') | anubandha: u,n indicatory; Uṇādi affix		WIL	{#cetas#}¦ {%<lex>n.</lex>%} [{#cit karaRe asun#}] ∙
14945	citra	citra	citr	citr	local		BAve	action / abstract (bhāve)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	{#citra#}¦ {%<lex>a.</lex>%} [{#citr-BAve ac#}; {
14961	cintanam	cintanam	cint	cint	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#cintanam, -nA#}¦ [{#cint-BAve lyuw#}] ∙
15046	codana	codana	cud	cud	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#codana#}¦ {%<lex>a.</lex>%} [{#cud-BAve lyuw#}] D
15058	cumbaḥ	cumbaH	cumb	cumb	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#cumbaH, -mbA#}¦ [{#cumb-BAve GaY ac v
15060	cumbanam	cumbanam	cumb	cumb	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#cumbanam#}¦ [{#cumb BAve lyuw#}] K
15139	ceṣṭita	cezwita	ceṣṭ	cezw	local		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	{#cezwita#}¦ {%<ab>p. p.</ab>%} [{#cezw-kartari kta#}] M
15175	cyutiḥ	cyutiH	cyu	cyu	local		BAve	action / abstract (bhāve)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	{#cyutiH#}¦ {%<lex>f.</lex>%} [{#cyu-BAve ktin#}] ∙
15225	chalanam	Calanam					BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#Calanam, -nA#}¦ [{#Cal Ric BAve lyuw#}] ∙
15268	chedaḥ	CedaH	chid	Cid	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#CedaH#}¦ [{#Cid BAve GaY ac v
15270	chedana	Cedana	chid	Cid	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#Cedana#}¦ {%<lex>a.</lex>%} [{#Cid BAve lyuw#}] ∙
15282	chupa	Cupa	chup	Cup	local		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	it/5f7cee5|}}¦ {%<lex>a.</lex>%} [{#Cup kartari ka, GaY
15378	janana	janana	jan	jan	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#janana#}¦ {%<lex>a.</lex>%} [{#jan-BAve lyuw#}] P
15403	janman	janman	jan	jan	local		BAve	action / abstract (bhāve)	manin	manin	Uṇādi formation	uṇādi affix 'manin' -> -man; Uṇādi noun ('-man') | anubandha: n indicatory; Uṇādi affix		WIL	{#janman#}¦ {%<lex>n.</lex>%} [{#jan BAve manin#}] ∙
15405	janya	janya	jan	jan	local		kartari	agent (kartari)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	{#janya#}¦ {%<lex>a.</lex>%} [{#jan kartari yat#}] ∙
15408	japa	japa	jap	jap	local		kartari	agent (kartari)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	{#japa#}¦ {%<lex>a.</lex>%} [{#jap-kartari ac#}] M
15410	japanam	japanam	jap	jap	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#japanam#}¦ [{#jap-BAve lyuw#}] T
15476	jalpaḥ	jalpaH	jalp	jalp	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#jalpaH#}¦ [{#jalp BAve GaY#}] ∙
15482	java	java	ju	ju	local		BAve	action / abstract (bhāve)	ap	ap	Agent — the doer	kṛt affix 'ap' -> -a; action / agent noun | anubandha: p = pit -> anudātta affix (3.1.4)		WIL	{#java#}¦ {%<lex>a.</lex>%} [{#ju-BAve ap#}] S
15483	javana	javana	ju	ju	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	ex>%} ({#-nI#} {%<lex>f.</lex>%}) [{#ju BAve lyuw#}] Q
15488	javanikā	javanikA	ju	ju	local		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#javanikA, javanI#}¦ [{#ju karaRe lyuw saMj
15508	jāgara	jAgara	jāgṛ	jAgf	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#jAgara#}¦ {%<lex>a.</lex>%} [{#jAgf BAve GaY guRa
15510	jāgaraṇam	jAgaraRam	jāgṛ	jAgf	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#jAgaraRam#}¦ [{#jAgf BAve lyuw#}] ∙
15527	jāta	jAta	jan	jan	local		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	{#jAta#}¦ {%<ab>p. p.</ab>%} [{#jan kartari kta#}] ∙
15577	jāraḥ	jAraH	jṝ	jF	local		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#jAraH#}¦ [{#jIryatyanena jF karaRe GaY#}; {
15601	jayaḥ	jayaH	ji	ji	local		BAve	action / abstract (bhāve)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	{#jayaH#}¦ [{#ji BAve ac#}] ∙
15605	jayanam	jayanam	ji	ji	local		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#jayanam#}¦ [{#ji karaRe lyuw#}] C
15627	jighra	jiGra	ghrā	GrA	local		kartari	agent (kartari)	śa	Sa	Other	uncurated affix 'śa' | it-letters: sit (z): marks a sarvadhatuka / sit krt (3.4.113)		generic-decoder	{#jiGra#}¦ {%<lex>a.</lex>%} [{#GrA kartari Sa jiGr
15661	jīva	jIva	jīv	jIv	local		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	{#jIva#}¦ {%<lex>a.</lex>%} [{#jIv-kartari ka#}] L
15665	jīvana	jIvana	jīv	jIv	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	x>%} ({#-nI#} {%<lex>f.</lex>%}) [{#jIv BAve lyuw#}] E
15667	jīvanīya	jIvanIya	jīv	jIv	nearest-root		karaRe	instrument (karaṇe)	anīyar	anIyar	Participle	kṛt affix 'anīyar' -> -anīya; future passive participle ('fit to be done') | anubandha: r indicatory -> accent; gerundive		WIL	IvanIya#}¦ {%<lex>a.</lex>%} [{#jIv-bA˚ karaRe anIyar#}] ∙
15676	jīvita	jIvita	jīv	jIv	local		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	{#jIvita#}¦ {%<ab>p. p.</ab>%} [{#jIv kartari kta#}] ∙
15701	joṣaḥ	jozaH	juṣ	juz	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#jozaH#}¦ [{#juz-BAve GaY#}] ∙
15721	jūrtiḥ	jUrtiH	jvar	jvar	local		BAve	action / abstract (bhāve)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	{#jUrtiH#}¦ {%<lex>f.</lex>%} [{#jvar BAve ktin UW#}
15730	jṛmbhaṇa	jfmBaRa	jṛmbh	jfmB	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#jfmBaRa#}¦ {%<lex>a.</lex>%} [{#jfmB-BAve lyuw#}] C
15741	jemanam	jemanam	jim	jim	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#jemanam#}¦ [{#jim-BAve lyuw#}] ∙
15779	jñānam	jYAnam	jñā	jYA	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#jYAnam#}¦ [{#jYA-BAve lyuw#}] ∙
16041	taṅkaḥ	taNkaH	taṅk	taNk	local		BAve	action / abstract (bhāve)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	{#taNkaH#}¦ [{#taNk BAve ac#}] ∙
16056	tāḍa	tAqa	taḍ	taq	local		BAve	action / abstract (bhāve)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	{#tAqa#}¦ {%<lex>a.</lex>%} [{#taq BAve ac#}] B
16057	tāḍana	tAqana	taḍ	taq	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#tAqana#}¦ {%<lex>a.</lex>%} [{#taq BAve lyuw#}] B
16237	tarkaḥ	tarkaH	tark	tark	local		BAve	action / abstract (bhāve)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	{#tarkaH#}¦ ({#tark-BAve ac#}) ∙
16248	tarjanam	tarjanam	tarj	tarj	local		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	{#tarjanam, -nA#}¦ [{#tarj-BAve lyuw#}] ∙
16355	tāmaḥ	tAmaH	tam	tam	local		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#tAmaH#}¦ [{#tam-karaRe GaY#}] ∙
16377	tāra	tAra	tṝ	tF	nearest-root		BAve	action / abstract (bhāve)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	{#tAra#}¦ {%<lex>a.</lex>%} [{#tF-Ric BAve ac#}] ∙
16425	tikta	tikta	tij	tij	nearest-root		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	{#tikta#}¦ {%<lex>a.</lex>%} [{#tij-bA˚ kartari kta#}] ∙
16556	totram	totram	tud	tud	local		karaRe	instrument (karaṇe)	ṣṭran	zwran	Other	uncurated affix 'ṣṭran' | it-letters: sit (.s): feminine is formed with nis -i (4.1.41); tit (.t): feminine is formed with nip -i (4.1.15)		generic-decoder	{#totram#}¦ [{#tud-karaRe zwran#}] A
16557	todaḥ	todaH	tud	tud	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#todaH#}¦ [{#tud BAve GaY#}] ∙
16558	todanam	todanam	tud	tud	local		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#todanam#}¦ [{#tud-karaRe GaY#}] ∙
16620	tuṣṭa	tuzwa	tuṣ	tuz	local		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	{#tuzwa#}¦ {%<ab>p. p.</ab>%} [{#tuz kartari kta#}] ∙
16622	toṣaḥ	tozaH	tuṣ	tuz	local		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	{#tozaH#}¦ [{#tuz-BAve GaY#}] S
16623	toṣaṇa	tozaRa	tuṣ	tuz	local		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	{#tozaRa#}¦ {%<lex>a.</lex>%} [{#tuz-kartari lyu#}] S
