L_id	headword	headword_slp1	source	source_slp1	source_class	is_root	source_gloss_de	deriv_marker	context
3	a	a	a	a	root	True		von	in andern Sprachen, bisweilen in übertreibender Weise gebraucht wird. So umschreibt z. B.
9	aṃśaka	aMSaka	aṃśa	aMSa	root	True		von	1. {#aMSaka#}¦ (von 1. {#aMSa#}) m.  1〉  AK. 1,1,2,17. — 2〉  P. 5,2,69.  TRIK. 2,6,9.
10	aṃśaka	aMSaka	aṃśa	aMSa	root	True	Theil	Von	Sa#} , insofern der Tag in kleinere Zeitabschnitte getheilt wird; vgl. {#aMSo 'zwamo 'hnaH
13	aṃśay	aMSay	aṃśa	aMSa	root	True	Theil	von	!√{#aMSay#}¦ (Denom. von {#aMSa#} ), {#aMSa/yati#} , KAVIKALPADR. ({#viBAjane, aMSakaraRe#
14	aṃśala	aMSala	aṃśa	aMSa	root	True	Schulter	von	{#aMSala#}¦ (von {#aMSa#} ) adj.  RAMĀN._zu_AK._im_ŚKDR. — Vgl. {#aMsala#
17	aṃśāpay	aMSApay	aṃśa	aMSa	root	True	Theil	von	MSApa/yati#} (Denom. von {#aMSa#} ) , WEST. s. r. {#aMs#}.
19	aṃśin	aMSin	aṃśa	aMSa	root	True		von	{#aMSin#}¦ (von 1. {#aMSa#}) am Ende eines adj. comp.: {#sarve vA syuH s
21	aṃśuka	aMSuka	aṃśu	aMSu	stem/word	False	Faser	Von	
38	aṃsadhrī	aMsaDrI	dhra	Dra	root	True		von	Msa#} + {#DrI#} f. von {#Dra#}) f.  (?): {#f\tena^ ta\zwA mana^sA hi\tEzA bra^hmOda\nasya\
42	aṃsala	aMsala	aṃsa	aMsa	root	True	Schulter	von	{#aMsala/#}¦ (von {#aMsa#} ) adj.  P. 5,2,98. AK. 2,6,1,44. H. 448. ŚAT. B
44	aṃsebhāra	aMseBAra	aṃsa	aMsa	root	True		von	ra#}¦ ({#aMse#} Loc. von {#aMsa#} + {#BAra#}) m. , gaṇa {#BastrAdi#}. — Vgl. {#aMsaBAra#}.
46	aṃsya	aMsya	aṃsa	aMsa	root	True	Schulter	von	{#a/Msya#}¦ (von {#aMsa#} ) adj. : {#ye aMsyA\ ye aNgyA^H sU\cIkA\ ye pra
101	akāmahata	akAmahata	han	han	root	True		von	#kAma#} + {#hata#} von {#han#}]) adj.  BṚH. ĀR. UP. 4,3,33.
150	akra	akra	a	a	root	True	nicht	von	#}  und {#kra#}  von {#kar#}.
158	akrīḻant	akrILant	krīḍ	krIq	root	True		von	von {#krIq#}) adj. : {#akrI^La\nkrILa\nhari\ratta^ve a\dan#} ṚV. 10,79,6.
167	akṣa	akza	akṣa	akza	root	True		von	
168	akṣa	akza	akṣa	akza	root	True		von	.
169	akṣaka	akzaka	akṣa	akza	root	True		von	{#akzaka#}¦ (von {#akza#}) m. Name einer Pflanze, Dalbergia ougeinensis,
180	akṣadrugdha	akzadrugDa	druh	druh	root	True		von	s. von {#druh#}) adj. : {#a\kzadru^gDo rAja\nya^H pA\pa A^tmaparAji\taH . sa brA^hma\Rasya
184	akṣan	akzan	akṣi	akzi	stem/word	False		Wurzel/Stamm	ya^KyadAya\tI pu^ru\trA de\vya1kzaBi^H#} 10,127,1. — Vgl. 2. {#a/kza#} 5,3. {#akza#} 2. un
224	akṣavant	akzavant	akṣa	akza	root	True	Würfel	von	{#akzavant#}¦ (von {#akza#} )  1〉 adj. . — 2〉 f. {#akzavatI#}  AK. 2,10,45.
225	akṣavāṭa	akzavAwa	akṣa	akza	root	True		von	em Worte nicht klar; vgl. {#akzOhiRI#}.
252	akṣiyant	akziyant	kṣi	kzi	root	True	wohnen	von	von {#kzi#} ) adj. : {#kziyanta^M tva\makzi^yantaM kfRoti (indraH)#} ṚV. 4,17,13.
257	akṣīyamāṇa	akzIyamARa	kṣi	kzi	root	True	vergehen	von	i#} ) adj. : {#yasya\ trI pU\rRA maDu^nA pa\dAnyakzI^yamARA sva\DayA\ mada^nti#} ṚV. 1,154
276	akṣṇa	akzRa	añc	aYc	stem/word	False		Von	
285	akhanant	aKanant	khan	Kan	root	True		von	von {#Kan#}) adj. : {#vana\spati\M vana\ AsTA^payaDva\M ni zU da^DiDva\maKa^nanta\ utsa^m
287	akhāta	aKAta	khan	Kan	root	True		von	n#})  1〉 adj.  a〉 . — b〉 : {#KA\tamaKA^tamu\ta sa\ktama^graBa\mire^va\ Danva\nni ja^jAsa t
303	agata	agata	gam	gam	root	True		von	m#})  1〉 adj. . — 2〉 n.  (?),  (?): {#vA\yura\mitrA^RAmizva\grARyAYca^tu . indra^ ezAM bA\
304	agatika	agatika	a	a	root	True		von	{#agatika#}¦ (von 3. {#a#} + {#gati#}) adj. f. {#A#} : {#daRqastvagatikA g
315	agarhita	agarhita	garh	garh	root	True		von	rh#}) adj.  1〉 : {#jyezWaH pUjyatamo loke jyezWaH sadBiragarhitaH#} M. 9,109. — 2〉 : {#kar
337	agūḍhagandha	agUQaganDa	guh	guh	root	True		von	h#}] + {#ganDa#})  1〉 adj. . — 2〉 n. Asa foetida H. ś. 102. RĀJAN._im_ŚKDR.
344	agohya	agohya	guh	guh	root	True		von	ut. pass. von {#guh#}) adj. . Attribut des Indra ṚV. 8,87,4. des Pūṣan 10,60,3.; vor allem
347	agnāyī	agnAyI	agni	agni	root	True		von	{#agnA/yI#}¦ (von {#agni#}) f.  1〉 Agniʼs  NIR. 7,8. P. 4,1,37. AK. 2,7,21
349	agni	agni	aj	aj	root	True		von	
350	agnika	agnika	agni	agni	root	True		von	{#agnika#}¦ (von {#agni#}) m. Name eines Insects, , H. 1209. einer Pflanz
353	agnikaśyapīya	agnikaSyapIya	agni	agni	root	True		von	{#agnikaSyapI/ya#}¦ (von {#agni#} + {#kaSyapa#}) adj. P. 4,3,88, Sch.
368	agnicit	agnicit	ci	ci	root	True		von	nici/t#}¦ ({#agni#} + {#cit#} von {#ci#}) P. 6,1,169, Sch. adj.  P. 3,2,91. AK. 2,7,11. H.
382	agnitapta	agnitapta	tap	tap	root	True		von	s. von {#tap#}) adj. : {#indrA^somA va\rtaya^taM di\vasparya^gnita\pteBi^ryu\vamaSma^hanma
383	agnitā	agnitA	agni	agni	root	True		von	ni/tA#}¦ Nom. abstr. von {#agni#} ŚAT. BR. 2,2,4,2.
389	agnidagdha	agnidagDa	dah	dah	root	True		von	s. von {#dah#})  1〉 adj. : {#agnidagDAvimO pakzO#} R. 4,59,19. , sei es durch den Arzt ode
396	agnidīpta	agnidIpta	dīp	dIp	root	True		von	s. von {#dIp#})  1〉 adj.  KULL._zu_M. 7,90. — 2〉 f. {#˚dIptA#} Name einer Pflanze = {#mahA
399	agnidevā	agnidevA	agni	agni	root	True		von	{#agnidevA#}¦ (von {#agni#} + {#deva#}) f.  H. 109.
405	agninunna	agninunna	nud	nud	root	True		von	s. von {#nud#}) adj.  Agni, : {#tezA^M vA a\gninu^nnAnA\mindro^ hantu\ vara^M varam#} SV.
419	agnibhu	agniBu	agni	agni	root	True		von	{#agniBu#}¦ (von {#agni#} + {#BU#} adj.) n.  VEDA-P._im_ŚKDR.; vgl. M. 9,
424	agnimant	agnimant	agni	agni	root	True		von	{#agnima/nt#}¦ (von {#agni#}) P. 6,1,176, Sch. 8,2,9, Sch. adj.  1〉  AV. 8,4
428	agnimaya	agnimaya	agni	agni	root	True		von	{#agnimaya#}¦ (von {#agni#}) adj. f. {#I#} : {#tA ezAmagnimayyaH puro dIpya
431	agnimāruti	agnimAruti	agni	agni	root	True		von	{#agnimAruti#}¦ (von {#agni#} + {#maruta#}) m. ein Beiname Agastyaʼs TRIK. 1,
433	agnimindha	agniminDa	agni	agni	root	True		von	/#}¦ ({#agnim#} acc. von {#agni#} + {#inDa#}) P. 6,3,70, Vārtt. 9. m. : {#hotA^Dva\ryurAva
435	agnimūḍha	agnimUQa	muh	muh	root	True		von	s. von {#muh#}) adj.  Agni,  AV. 6,67,2. (an der entspr. Stelle im SV.: {#agninunna#}).
436	agniyuta	agniyuta	yu	yu	root	True		von	iyuta#}¦ ({#agni#} + {#yuta#} von {#yu#}) m. N. pr. ein Sohn Sthūlaʼs und Verfasser von ṚV
442	agniruhā	agniruhA	ruha	ruha	root	True		von	iruhA#}¦ ({#agni#} + {#ruhA#} von {#ruha#}) f. Name einer Pflanze = {#mAMsarohiRI#} RĀJAN.
444	agniretasa	agniretasa	agni	agni	root	True		von	{#agniretasa/#}¦ (von {#agni#} + {#retas#}) adj.  Agniʼs  ŚAT. BR. 3,2,4,8.
446	agnivant	agnivant	agni	agni	root	True		von	{#agniva/nt#}¦ (von {#agni#}) adj. : {#tapu^ryayastu ca\rura^gni\vA~ i^va#}
472	agniṣṭut	agnizwut	stu	stu	root	True		von	izwut#}¦ ({#agni#} + {#stut#} von {#stu#}) P. 8,3,82. m. Agni ; so heisst der 1ste Tag des
481	agnisākṣika	agnisAkzika	agni	agni	root	True		von	{#agnisAkzika#}¦ (von {#agni#} + {#sAkzin#}) adj. Agni : {#cakAra saKyaM rAmeR
496	agnihotrocchiṣṭa	agnihotrocCizwa	śiṣ	Siz	root	True		von	ra#} + {#ucCizwa#} von {#Siz#}) n.  Agnihotra ŚAT. BR. 2,3,1,39.
503	agnīya	agnIya	agni	agni	root	True		von	{#agnI/ya#}¦ (von {#agni#}) adj.  Agni  gaṇa {#utkarAdi#}.
511	agnyātmaka	agnyAtmaka	agni	agni	root	True		von	{#agnyAtmaka#}¦ (von {#agni#} + {#Atman#}) adj. Agniʼs : {#somAtmikA strI, ag
515	agnyāhita	agnyAhita	dhā	DA	root	True		von	s. von {#DA#} + {#A#}) adj.  (= {#AhitAgni#}) P. 2,2,37. H. 835, Sch. R. 6,93,30. — Vgl. {
583	agrebhrū	agreBrU	bhram	Bram	root	True		von	e#} + {#BrU#} adj. von {#Bram#}) adj. P. 6,4,40, Vārtt. 2. 3.
596	aghay	aGay	agha	aGa	root	True		von	!√{#aGay#}¦ (denom. von {#aGa#}) {#aGa/yati#}  DHĀT. 35,84. — Vgl. {#aGAy#}.
598	aghala	aGala	agha	aGa	root	True		von	{#aGala/#}¦ (? von {#aGa#}) adj. : {#f\tyorye a^Ga\lA dU\tAsteBya^ enA\npra
599	aghavant	aGavant	agha	aGa	root	True		von	{#aGa/vant#}¦ (von {#aGa#}) adj. . Voc. {#aGavan#} oder {#aGos#} P. 8,3,1,
606	aghāy	aGAy	agha	aGa	root	True		von	{#aGAy#}¦ (denom. von {#aGa#}), padap. {#aGay#} : {#ja\hi yo no^ aGA\yati^#} ṚV. 1,131,
620	aghnant	aGnant	han	han	root	True		von	von {#han#}) adj. : {#aGna^te\ vizRave#} ṚV. 8,25,12. 5,51,15. 7,20,8.
621	aghnya	aGnya	han	han	root	True		von	h  erklärt. — Vgl. {#aGnya/#}.
623	aghreya	aGreya	ghrā	GrA	root	True		von	{#a#} + {#Greya#} von {#GrA#}) adj. : {#GrAtiraGreyamadyayoH#} M. 11,67.
636	aṅkay	aNkay	aṅka	aNka	root	True		von	!√{#aNkay#}¦ (denom. von {#aNka#}), {#aNka/yati#}  1〉 : {#aNkayAmAsa vatsAn#} MBH. 3,14853
642	aṅkin	aNkin	aṅka	aNka	root	True		von	{#aNki/n#}¦ (von {#aNka#})  1〉 adj.  (zum Obstschütteln u. s. w.) : {#vf\
664	aṅkya	aNkya	aṅka	aNka	root	True		von	1. {#aNkya#}¦ (von {#aNka#}) m.  AK. 1,1,7,5. BHARATA_im_ŚKDR.: {#sArDatAlatrayAyAmaSc
668	aṅga	aNga	aṅga	aNga	root	True		von	
679	aṅgatva	aNgatva	aṅga	aNga	root	True		von	bstr.  1〉 von 2. {#aNga#} 2. NALOD. 1,23. — 2〉 von 2. {#aNga#} 4. KĀTY. ŚR. 4,1,28.
683	aṅganā	aNganA	aṅga	aNga	root	True		von	{#aNganA/#}¦ (von 3. {#aNga#})  1〉  gaṇa {#pAmAdi#}; VOP. 7,32. 33. AK. 2,
713	aṅgāraka	aNgAraka	aṅgāra	aNgAra	root	True		von	{#aNgAraka#}¦ (von {#aNgAra#})  1〉 m.  a〉  H. an. 4,1. MED. k. 174. — b〉  A
719	aṅgāraparipācita	aNgAraparipAcita	pac	pac	root	True		von	({#aNgAra#} + {#paripAcita#} von {#pac#}) n.  ŚABDAC._im_ŚKDR.
730	aṅgāri	aNgAri	aṅgāra	aNgAra	root	True		von	{#aNgAri#}¦ (von {#aNgAra#}) f.  JAṬĀDH._im_ŚKDR.
731	aṅgārikā	aNgArikA	aṅgāra	aNgAra	root	True		von	{#aNgArikA#}¦ (von {#aNgAra#}) f.  1〉  H. an. 4,1. MED. k. 174. — 2〉  dies.
732	aṅgāriṇī	aNgAriRI	aṅgāra	aNgAra	root	True		von	gArin#} und dieses von {#aNgAra#}) f.  1〉  MED. ṇ. 90. — 2〉  TRIK. 1,1,95. H. an. 4,74. ME
733	aṅgārita	aNgArita	aṅgāra	aNgAra	root	True		von	{#aNgArita/#}¦ (von {#aNgAra#})  1〉 adj. {#aNgArA asya saMjAtAH#} gaṇa {#tAr
734	aṅgārīya	aNgArIya	aṅgāra	aNgAra	root	True		von	{#aNgArI/ya#}¦ (von {#aNgAra#}) adj. : {#aNgArIyARi kAzWAni#} P. 5,1,12, Sch
735	aṅgāryā	aNgAryA	aṅgāra	aNgAra	root	True		von	{#aNgAryA/#}¦ (von {#aNgAra#}) f.  gaṇa {#pASAdi#}.
736	aṅgikā	aNgikA	aṅga	aNga	root	True		von	{#aNgikA#}¦ (von 3. {#aNga#}) f.  H. 674.
737	aṅgin	aNgin	aṅga	aNga	root	True		von	{#aNgin#}¦ (von 3. {#aNga#}) adj.  1〉  PAT._zu_P. 2,3,20.  CHĀND. UP. 2,
750	aṅgīya	aNgIya	aṅga	aNga	root	True		von	{#aNgI/ya#}¦ (von 2. {#aNga#}) adj.  Angaʼs  gaṇa {#gahAdi#}.
772	aṅgulīsaṃbhūta	aNgulIsaMBUta	bhū	BU	root	True		von	}¦ ({#aNgulI#} + {#saMBUta#} [von {#BU#} + {#sam#}])  1〉 adj. . — 2〉 m.  (am Finger) RĀJAN
776	aṅgeṣṭhā	aNgezWA	aṅga	aNga	root	True		von	/#}¦ ({#aNge#} [loc. von 3. {#aNga#}] + {#sTA#} adj.) adj. : {#ba\lAsa\M sarva^M nASayANge
778	aṅgya	aNgya	aṅga	aNga	root	True		von	{#a/Ngya#}¦ (von 3. {#aNga#}) adj. : {#ye aMsyA\ ye aNgyA^H sU\cIkA\ ye p
794	acakṣuṣka	acakzuzka	a	a	root	True		von	{#acakzuzka#}¦ (von 3. {#a#} + {#cakzus#}) adj.  BṚH. ĀR. UP. 3,8,8.
799	acarant	acarant	car	car	root	True		von	von {#car#}) adj.  ṚV. 1,185,2 (Himmel und Erde). 3,56,2.
830	acetāna	acetAna	cit	cit	root	True		von	{#a#} + {#cetAna#} von {#cit#}) adj. : {#ace^tAnasya\ mA pa\To vi du^kzaH#} ṚV. 7,4,7. — V
837	acchandasam	acCandasam	a	a	root	True		von	{#acCandasam#}¦ (von 3. {#a#} + {#Candas#}) adv. KĀTY. ŚR. 25,12,8. Schol.: {
840	acchāvāka	acCAvAka	vac	vac	root	True		von	#acCa#} + {#vAka#} von {#vac#}) m. , Name eines Priesters, welcher einen Theil der Recitat
843	acchidyamāna	acCidyamAna	chid	Cid	root	True		von	d#}) adj.  ṚV. 2,32,4 (von der Nadel). AV. 8,2,1 (von der Lebensdauer).  SUŚR. 2,21,16.
849	acchinna	acCinna	chid	Cid	root	True		von	d#}) adj. : {#tantu^m#} AV. 6,122,1. VS. 7,14. 20,43.
852	acchupta	acCupta	chup	Cup	root	True		von	{#a#} + {#Cupta#} von {#Cup#})  1〉 adj. . — 2〉 f. {#˚ptA#} N. pr. eine der 16 Vidyādevīʼs
853	accheta	acCeta	i	i	root	True		von	}) adj.  VS. 8,54.
854	acchedika	acCedika	a	a	root	True		von	{#acCedika/#}¦ (von 3. {#a#} + {#Ceda#}) adj. = {#yaSCedaM nArhati#} P. 6,2,
858	acyuta	acyuta	cyu	cyu	root	True		von	j.  a〉  H. an. 3,239 ({#aBrazwe#}). MED. t. 78 ({#sTire#}). {#parva^to\ na Da\ruRe\zvacyu^
861	acyutakṣit	acyutakzit	kṣi	kzi	root	True		von	i/t#}¦ ({#acyuta#} + {#kzit#} von {#kzi#}) adj.  VS. 5,13. 7,25.
862	acyutacyut	acyutacyut	cyu	cyu	root	True		von	u/t#}¦ ({#acyuta#} + {#cyut#} von {#cyu#}) adj. ; von Indra ṚV. 2,12,9. 6,18,5. von einer
872	aja	aja	aj	aj	root	True		von	1. {#aja/#}¦ (von {#aj#})  1〉 m.  a〉 : {#a\jena^ kf\Rvanta^H SI\tam#} (die Marutʼs) A
874	ajaka	ajaka	aja	aja	root	True		von	{#ajaka#}¦ (von {#aja#}) m. N. pr. Sohn des Sunaha (Sumantu) und Enkel J
880	ajakūlā	ajakUlA	aja	aja	root	True		von	{#ajakUlA#}¦ (von {#aja#} + {#kUla#}) f. N. einer Stadt der Bodhiʼs R. GOR
888	ajagava	ajagava	ajaga	ajaga	root	True		von	
891	ajaghnivaṃs	ajaGnivaMs	han	han	root	True		von	n#}) adj. : {#Saru^H#} ṚV. 8,56,15.
897	ajadaṇḍī	ajadaRqI	aja	aja	root	True		von	{#ajadaRqI#}¦ (von {#aja#} + {#daRqa#}) f. N. einer Pflanze = {#brahmadaRqI
899	ajana	ajana	aj	aj	root	True		von	on {#aj#} NIR. 9,24. VOP. 26,171. — 2〉 adj. : {#ajAH#} = {#ajanAH#} NIR. 4,25. {#ajana#} (
902	ajanāmaka	ajanAmaka	aja	aja	root	True		von	{#ajanAmaka#}¦ (von {#aja#} Viṣṇu + {#nAman#}) m.  H. 1054; vgl. {#vEzRava#}
903	ajani	ajani	aj	aj	root	True		von	{#ajani#}¦ (von {#aj#})  = {#ajma#} NIR. 4,13. Durga: {#vAhikA svargapaT
917	ajamīḍha	ajamIQa	mih	mih	root	True		von	IQa#} von {#mih#}) m. N. pr. Sohn Suhotraʼs, Verfasser von ṚV. 4,43. 44. aus Kaṇvaʼs Gesch
936	ajalomī	ajalomI	aja	aja	root	True		von	{#ajalomI#}¦ (von 1. {#aja#} + {#loma#} = {#loman#}) f. = {#ajaloman#} 2.
941	ajaśṛṅgī	ajaSfNgI	aja	aja	root	True		von	{#ajaSfNgI/#}¦ (von 1. {#aja#} + {#SfNga#}) f. , N. einer Pflanze, Odina pin
944	ajahatsvārthā	ajahatsvArTA	hā	hA	root	True		von	#} + {#svArTa#}) f. N. einer Redefigur: {#lakzaRAKyavfttiviSezaH . upAdAnalakzaRA . svIyAr
953	ajāta	ajAta	jan	jan	root	True		von	. {#a#} + {#jAta#} von {#jan#}) adj. : {#hanti jAtAnajAtAMSca hiraRyArTe 'nftaM vadan#} M.
960	ajādanī	ajAdanI	aja	aja	root	True		von	{#ajAdanI#}¦ (von 1. {#aja#} + {#adana#}) f. N. einer Pflanze, {#kzudradur
969	ajāyamāna	ajAyamAna	jan	jan	root	True		von	a#} + {#jAyamAna#} von {#jan#}) adj.  VS. 31,19 (Prajāpati).
970	ajāvika	ajAvika	aja	aja	root	True		von	{#ajAvika/#}¦ (von 1. {#aja#} + {#avi#}) n. sg.  gaṇa {#gavASvAdi#}, ŚAT. B
975	ajita	ajita	ji	ji	root	True		von	. {#a#} + {#jita#} von {#ji#})  1〉 adj.  H. an. 3,238. {#mAraRaM cAstramajitam#} R. 1,29,1
981	ajina	ajina	aja	aja	root	True	Bock, Ziege	von	
989	ajira	ajira	aj	aj	root	True		von	{#ajira/#}¦ (von {#aj#})  1〉 adj. ; von Rossen ṚV. 1,134,3. 140,4. 3,35,2
1000	ajīta	ajIta	jyā	jyA	root	True		von	. {#a#} + {#jIta#} von {#jyA#}) adj. ; von einer Pflanze ĀŚV. GṚHY. 1,14. von Menschen AV.
1002	ajīti	ajIti	jyā	jyA	root	True		von	. {#a#} + {#jIti#} von {#jyA#}) f. : {#A pa^vasva vi\Se a\syA ajI^tim#} ṚV. 9,97,30.
1035	ajma	ajma	aj	aj	root	True		von	{#ajma/#}¦ (von {#aj#}) m. ὄγμος, ; des Pferdes: {#ajme^zu vA\jina^m#} Ṛ
1036	ajman	ajman	aj	aj	root	True		von	{#a/jman#}¦ (von {#aj#}) n.  (z. B. ) = {#ajmaH atyo\ nAjma\ntsarga^prata
1042	ajvin	ajvin	aj	aj	root	True		von	{#ajvin#}¦ (von {#aj#}) adj.  ĀŚV. ŚR. 6,5. in dem Opferspruche: {#agnir
1088	aṭa	awa	aṭ	aw	root	True		von	{#awa#}¦ (von {#aw#}) adj. : {#kzapAwa#} = {#niSAcara#} BHAṬṬ. 2,30.
1089	aṭaka	awaka	aṭ	aw	root	True		von	{#awaka#}¦ (von {#aw#}) adj. f. {#I#} TRIK. 3,5,23.
1091	aṭana	awana	aṭ	aw	root	True		von	{#awana#}¦ (von {#aw#}) n.  M. 9,13. = HIT. I, 108. {#nagare BikzAwanaM
1100	aṭavī	awavI	aṭ	aw	root	True		von	
1101	aṭā	awA	aṭ	aw	root	True		von	{#awA#}¦ (von {#aw#}) f. P. 3,1,17, Vārtt. 1.  (um Almosen einzusammel
1103	aṭāṭyā	awAwyA	aṭ	aw	root	True		von	AwyA#}¦ (vom intens. von {#aw#}) f. = {#awA#} P. 3,3,101, Vārtt. 1. AK. 2,7,35. H. 1501. V
1108	aṭṭaka	awwaka	aṭṭa	awwa	root	True		von	{#awwaka#}¦ (von 2. {#awwa#}) = {#lAsaka#}  HĀR. 159.
1118	aṭṭā	awwA	aṭṭ	aww	root	True		von	wwA#}¦ nom. act. (?) von {#aww#} P. 3,1,17, Vārtt. 1.
1128	aṭyā	awyA	aṭ	aw	root	True		von	{#awyA#}¦ (von {#aw#}) f.  H. 1501, Sch. gehört zu den 10 Vergehen, die
1193	atana	atana	at	at	root	True		von	{#atana#}¦ (von 1. {#at#})  1〉 adj.  NIR. 4,13. — 2〉 n. ; davon {#atanav
1197	atandrita	atandrita	a	a	root	True		von	{#atandrita#}¦ (von 3. {#a#} + {#tandrA#}) adj. f. {#A#}  M. 2,73. 82. 186.
1198	atandrin	atandrin	a	a	root	True		von	{#atandrin#}¦ (von 3. {#a#} + {#tandrA#}) adj.  M. 3,279. {#jAgartavyamatan
1201	atapaska	atapaska	a	a	root	True		von	{#atapaska#}¦ (von 3. {#a#} + {#tapas#}) adj. = {#atapas#} BHAG. 18,67.
1203	atapyamāna	atapyamAna	tap	tap	root	True		von	#} + {#tapyamAna#} von {#tap#}) adj. : {#ata^pyamAne\ ava\sAva^ntI\ anu^ zyAma\ roda^sI#}
1204	atameru	atameru	tam	tam	root	True		von	{#a#} + {#tameru#} von {#tam#}) adj. : {#ata^merurya\jYo 'ta^meru\ryaja^mAnasya pra\jA BU^
1211	atas	atas	a	a	root	True		von	{#a/tas#}¦ (von 2. {#a#} b.) adv.  1〉 = abl. von {#idam#} und zwar  a〉 m
1213	atasāyya	atasAyya	at	at	root	True		von	ühren ist; vgl. {#atasi#}.
1214	atasi	atasi	at	at	root	True		von	{#atasi/#}¦ (von 1. {#at#}) m. : {#kannavyo^ ata\sInA^M tu\ro gf^RIta\ ma
1215	ati	ati	a	a	root	True		von	{#a/ti#}¦ (von 2. {#a#} b.)  1〉 adv.  a〉 , in Verbindung mit Verben der
1218	atikandaka	atikandaka	ati	ati	root	True		von	{#atikandaka#}¦ (von {#ati#} + {#kanda#}) m. N. einer Pflanze = {#hastikandav
1220	atikalyam	atikalyam	ati	ati	root	True		von	{#atikalyam#}¦ (von {#ati#} + {#kalya#}) adv.  M. 4,140.
1232	atikrama	atikrama	kram	kram	root	True		von	{#atikrama#}¦ (von {#kram#} mit {#ati#}) m. AK. 3,3,33. 4,152. H. 1504.  1〉
1233	atikramaṇa	atikramaRa	kram	kram	root	True		von	{#atikramaRa#}¦ (von {#kram#} mit {#ati#})  1〉  KĀTY. ŚR. 22,5,20. — 2〉  (der
1234	atikramaṇīya	atikramaRIya	kram	kram	root	True		von	{#atikramaRIya#}¦ (von {#kram#} mit {#ati#}) adj.  1〉 : {#anatikramaRIyasya mft
1235	atikramin	atikramin	kram	kram	root	True		von	{#atikramin#}¦ (von {#kram#} mit {#ati#}) adj. : {#DarmAtikramiRAM DarmyaM k
1236	atikruṣṭa	atikruzwa	kruś	kruS	root	True		von	uzwa#}¦ ({#ati#} + {#kruzwa#} von {#kruS#}) n.  VS. 30,5 (vgl. übrigens  S. XLII).
1239	atiga	atiga	gā	gA	root	True	gehen	von	{#atiga#}¦ (von {#gA#}  mit {#ati#}) adj. , am Ende von Zusammens.: {#vA
1243	atigava	atigava	ati	ati	root	True		von	{#atigava#}¦ (von {#ati#} + {#go#}) adj. = {#gAmatikrAntaH#} VOP. 6,88.
1247	atigraha	atigraha	grah	grah	root	True		von	{#atigraha#}¦ (von {#grah#} mit {#ati#}) m.  1〉  BṚH. ĀR. UP. 3,2,1. 9; vgl
1248	atigrāha	atigrAha	grah	grah	root	True		von	{#atigrAha#}¦ (von {#grah#} + {#ati#}) m. = {#atigraha#} 1. Den 8 Grahaʼs:
1249	atigrāhya	atigrAhya	grah	grah	root	True		von	{#atigrA/hya#}¦ (von {#grah#} mit {#ati#}) adj. mit Ergänzung von {#graha#},
1249	atigrāhya	atigrAhya	graha	graha	root	True		von	adj. mit Ergänzung von {#graha#}, , Bezeichnung dreier Füllungen des Bechers, welche beim
1250	atighna	atiGna	han	han	root	True		von	{#atiGna#}¦ (von {#han#} mit {#ati#}) adj. , davon f. {#˚GnI#}, vielleich
1251	atighnya	atiGnya	han	han	root	True		von	{#atiGnya^#}¦ (von {#han#} mit {#ati#}) adj.  (?): {#vfzA\ BUmyA^mati\Gnya^
1256	aticāra	aticAra	car	car	root	True		von	{#aticAra#}¦ (von {#car#} mit {#ati#}) m.  1〉  ({#kujAdipaYcagrahARAM rASi
1257	aticārin	aticArin	car	car	root	True		von	{#aticArin#}¦ (von {#car#} mit {#ati#}) adj. P. 3,2,142.
1269	atijāta	atijAta	jan	jan	root	True		von	{#atijAta#}¦ (von {#jan#} mit {#ati#}) adj.  (im Vergleich mit den Eltern)
1272	atitarām	atitarAm	ati	ati	root	True		von	{#atitara#}, compar. von {#ati#})  1〉 adv.  a〉 : {#atitarAM ha vE sa itarasmAdagnestapati#
1282	atithi	atiTi	at	at	root	True		von	{#a/tiTi#}¦ (von 1. {#at#}; vgl. {#atiTin#}) NIR. 4,5. Uṇ. 4,2.  1〉  (m.
1289	atithin	atiTin	at	at	root	True		von	{#atiTi/n#}¦ (von 1. {#at#})  1〉 adj. : {#sA\Dva\ryA a^ti\TinI^rizi\rA spA
1305	atideśa	atideSa	diś	diS	root	True		von	{#atideSa#}¦ (von {#diS#} mit {#ati#}) m. : {#rUpAtideSa#}  P. 7,4,93, Vār
1313	atinidram	atinidram	ati	ati	root	True		von	{#atinidram#}¦ (acc. von {#ati#} + {#nidrA#}) adv. , = {#nidrA saMprati na yujyate#} P. 2,
1317	atipatana	atipatana	pat	pat	root	True		von	{#atipatana#}¦ (von {#pat#} mit {#ati#}) n.  ŚABDAR._im_ŚKDR.
1318	atipatti	atipatti	pat	pat	root	True		von	{#atipatti#}¦ (von {#pat#} mit {#ati#}) f. : {#deSakAlAtipattO#}  YĀJÑ. 2,1
1323	atipāta	atipAta	pat	pat	root	True		von	{#atipAta#}¦ (von {#pat#} mit {#ati#}) m. AK. 2,7,36. 3,3,33. H. 1504.  1〉
1326	atipātin	atipAtin	pat	pat	root	True		von	{#atipAtin#}¦ (von {#pat#} mit {#ati#}) adj.  1〉  (von einer Krankheit) SUŚ
1327	atipātya	atipAtya	pat	pat	root	True		von	{#atipAtya#}¦ (von {#pat#} mit {#ati#}) adj. : {#DarmakAryamanatipAtyaM dev
