L_id	headword	headword_slp1	root	root_slp1	root_source	prefixes	karaka	karaka_sense	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	context
441	graha	graha	graha	graha	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	F>4. <s>‘gehe kaH’</s> (3-1-144) <s>iti kartari kaH . ki
443	grucu	grucu	grucu	grucu	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	. <s>‘igupaDajYA—’</s> (3-1-135) <s>iti kartari kapraty
452	glai	glE	glai	glE	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	<s>‘AtaScopasarge’</s> (3-1-136) <s>iti kartari kapraty
466	ghuṇa	GuRa	ghuṇa	GuRa	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	. <s>‘igupaDajYA—’</s> (3-1-135) <s>iti kartari kaH prat
480	ghṛṣu	Gfzu	ghṛṣu	Gfzu	headword-root		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	araGarzI (RiniH) . nandyAditvAt</s>, <s>kartari lyuH, saN
481	ghrā	GrA	ghrā	GrA	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	s>‘AtaScopasarge’</s> (3-1-1-36) <s>iti kartari kaH . st
481	ghrā	GrA	ghrā	GrA	headword-root		kartari	agent (kartari)	śa	Sa	Other	uncurated affix 'śa' | it-letters: sit (z): marks a sarvadhatuka / sit krt (3.4.113)		generic-decoder	‘pAGrADmADewdfSaH SaH’</s> (3-1-137) <s>kartari Sapraty
487	cakṣiṅ	cakziN	cakṣiṅ	cakziN	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	<F>3. <s>‘sami KyaH</s> (3-2-7) <s>iti kartari kapraty
519	ciñ	ciY	ciñ	ciY	headword-root		aDikaraRe	location (adhikaraṇe)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	min DAnyAdikam iti nikAyyaH = nivAsaH . aDikaraRe yat .</s
519	ciñ	ciY	ciñ	ciY	headword-root		BAve	action / abstract (bhāve)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	t tuk . agneH</s> <s>cayanamagnicityA . BAve yatpraty
519	ciñ	ciY	ciñ	ciY	headword-root		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	yate suKaduHKAdikaM karmAneneti kAyaH . karaRe GaY . up
519	ciñ	ciY	striyāṃ	striyAM	local		BAve	action / abstract (bhāve)	ṇvul	Rvul	Agent — the doer	kṛt affix 'ṇvul' -> -aka; agent noun (vṛddhi) | anubandha: nit (.n): causes vrddhi of the base vowel (7.2.115-117); indicatory u: distinguishes the affix; conditions i.t in some forms; lit: acute on the vowel just before the it-letter (6.1.193)	ṇ = it (→ vṛddhi) ; l = it ; vu → aka (P.7.1.1) ; → -aka	Apte-SH(affix_map.tsv)	saMjYAyAm’</s> (3-3-109) <s>iti striyAM BAve Rvul .</s
522	cita	cita	cita	cita	headword-root		kartari	agent (kartari)	śa	Sa	Other	uncurated affix 'śa' | it-letters: sit (z): marks a sarvadhatuka / sit krt (3.4.113)		generic-decoder	etisAtisAhiByaSca’</s> (3-1-138) <s>iti kartari Sapraty
522	cita	cita	cita	cita	headword-root		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	AhulakAt nandyAditvena</s> (3-1-134) <s>kartari lyuH . ce
524	citī	citI	citī	citI	headword-root		kartari	agent (kartari)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	<s>iti RyantAcCatEva .</s></F> <F>4. <s>kartari kvip . ci
524	citī	citI	citī	citI	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	. <s>‘igupaDajYA—’</s> (3-1-135) <s>iti kartari kaH .</s
524	citī	citI	citī	citI	headword-root		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	AhulakAt nandyAditvena</s> (3-1-134) <s>kartari lyuH .</s
524	citī	citI	ṇyantādasmāt	RyantAdasmAt	local		kartari	agent (kartari)	śa	Sa	Other	uncurated affix 'śa' | it-letters: sit (z): marks a sarvadhatuka / sit krt (3.4.113)		generic-decoder	s> (3-1-138) <s>iti</s> <s>RyantAdasmAt kartari Sapraty
553	cṛtī	cftI	cṛtī	cftI	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	. <s>‘igupaDajYA—’</s> (3-1-135) <s>iti kartari kapraty
567	chidir	Cidir	chidir	Cidir	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	. <s>‘igupaDajYA—’</s> (3-1-135) <s>iti kartari kaH .</s
577	cho	Co	cho	Co	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	<s>‘AtaScopasarge’</s> (3-1-136) <s>iti kartari kapraty
602	jima	jima	jima	jima	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	. <s>‘igupaDajYA—’</s> (3-1-135) <s>iti kartari kapraty
620	jṝṣ	jFz	ityatra	ityatra	local		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	s>‘anujIrRo vfzalIM devadattaH’ ityatra kartari ktapraty
620	jṝṣ	jFz	nañupasṛṣṭādasmād	naYupasfzwAdasmAd	local		kartari	agent (kartari)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	asmAdDAtoH saNgataM codviSezyaM</s>, <s>kartari yat prat
625	jñā	jYA	jñā	jYA	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	DajYAprIkiraH kaH’</s> (3-1-135) <s>iti kartari kapraty
625	jñā	jYA	karmopapade	karmopapade	local		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	rge kaH’</s> (3-2-3) <s>iti karmopapade kartari kapraty
667	ṇaśa	RaSa	ṇyantāt	RyantAt	local		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	s>nandyAditvAt</s> (3-1-134) <s>RyantAt kartari lyuH . ka
673	ṇijir	Rijir	ṇijir	Rijir	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	. <s>‘igupaDajYA—’</s> (3-1-135) <s>iti kartari kapraty
680	ṇīṅ	RIN	ityādinā	ityAdinA	local		karaRe	instrument (karaṇe)	ṣṭran	zwran	Other	uncurated affix 'ṣṭran' | it-letters: sit (.s): feminine is formed with nis -i (4.1.41); tit (.t): feminine is formed with nip -i (4.1.15)		generic-decoder	<s>‘dAmnISa—’</s> (3-2-182) <s>ityAdinA karaRe zwranpraty
681	ṇīla	RIla	ṇīla	RIla	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	F>4. <s>‘igupaDa—’</s> (3-1-135) <s>iti kartari kapraty
684	ṇuda	Ruda	ṇuda	Ruda	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	F>3. <s>‘igupaDa—’</s> (3-1-135) <s>iti kartari kapraty
716	tika	tika	tika	tika	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	. <s>‘igupaDajYA—’</s> (3-1-135) <s>iti kartari kapraty
724	tila	tila	tila	tila	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	dikakila</s> (193) <s>DAtuvat jYeyAni . kartari kapraty
755	tura	tura	tura	tura	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	. <s>‘igupaDajYA—’</s> (3-1-135) <s>iti kartari kapraty
767	tṛdir	tfdir	tṛdir	tfdir	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	DajYAprIkiraH kaH’</s> (3-1-135) <s>iti kartari kapraty
799	traiṅ	trEN	traiṅ	trEN	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	<s>‘AtaScopasarge’</s> (3-1-136) <s>iti kartari kapraty
803	tvaca	tvaca	tvaca	tvaca	headword-root		kartari	agent (kartari)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	nyeByo'pi dfSyante’</s> (3-2-75) <s>iti kartari kvip .</s
805	tvarā	tvarA	tvarā	tvarA	headword-root		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	3. <s>‘YItaH ktaH’</s> (3-2-187) <s>iti kartari ktapraty
806	tviṣa	tviza	tviṣa	tviza	headword-root		BAve	action / abstract (bhāve)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	adAdiByaH kvip’ (vA</s>. 3-3-94) <s>iti BAve kvip stri
817	danśa	danSa	bāhulakāt	bAhulakAt	local		kartari	agent (kartari)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	bahulam’</s> (3-3-113) <s>iti bAhulakAt kartari lyuw . ya
817	danśa	danSa	danśa	danSa	headword-root		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	>- <s>derAkftigaRatvAt</s> (3-1-134) <s>kartari lyuH . ‘d
817	danśa	danSa	danśa	danSa	headword-root		karaRe	instrument (karaṇe)	ṣṭran	zwran	Other	uncurated affix 'ṣṭran' | it-letters: sit (.s): feminine is formed with nis -i (4.1.41); tit (.t): feminine is formed with nip -i (4.1.15)		generic-decoder	adaSanahaH karaRe’</s> (3-2-182) <s>iti karaRe zwran</s>
819	damu	damu	ṇyantādasmāt	RyantAdasmAt	local		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	izu</s> (3-1-134) <s>pAWAt RyantAdasmAt kartari lyuH . ku
819	damu	damu	bāhulakāt	bAhulakAt	local		kartari	agent (kartari)	anīyar	anIyar	Participle	kṛt affix 'anīyar' -> -anīya; future passive participle ('fit to be done') | anubandha: r indicatory -> accent; gerundive		WIL	bahulam’</s> (3-3-113) <s>iti bAhulakAt kartari anIyar . da
819	damu	damu	damu	damu	headword-root		BAve	action / abstract (bhāve)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	5. <s>‘poradupaDAt’</s> (3-1-98) <s>iti BAve yatpraty
820	daya	daya	daya	daya	headword-root		kartari	agent (kartari)	śānac	SAnac	Participle	kṛt affix 'śānac' -> -āna; present middle participle (ātmanepada) | anubandha: ś = śit -> sārvadhātuka (3.4.113); c = cit final acute		WIL	yam</s> 2<s>; dAdayitvA</s> 2. <F>5. <s>kartari SAnac . ‘a
829	daha	daha	ākṛtigaṇatvāt	AkftigaRatvAt	local		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	andyAdeH</s> (3-1-134) <s>AkftigaRatvAt kartari lyuH . da
830	dāñ	dAY	dāñ	dAY	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	<s>‘AtaScopasarge’</s> (3-1-136) <s>iti kartari kapraty
830	dāñ	dAY	dāñ	dAY	headword-root		kartari	agent (kartari)	śa	Sa	Other	uncurated affix 'śa' | it-letters: sit (z): marks a sarvadhatuka / sit krt (3.4.113)		generic-decoder	AtidaDAtyorviBAzA’</s> (3-1-139) <s>iti kartari Sapraty
833	dāpū	dApU	dāpū	dApU	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	<s>‘AtaScopasarge’</s> (3-1-136) <s>iti kartari kapraty
833	dāpū	dApU	ityādinā	ityAdinA	local		karaRe	instrument (karaṇe)	ṣṭran	zwran	Other	uncurated affix 'ṣṭran' | it-letters: sit (.s): feminine is formed with nis -i (4.1.41); tit (.t): feminine is formed with nip -i (4.1.15)		generic-decoder	>‘dAmnISasa—’</s> (3-2-182) <s>ityAdinA karaRe zwranpraty
838	divu	divu	dīvyantyatreti	dIvyantyatreti	local		aDikaraRe	location (adhikaraṇe)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	devAH-vizRubrahmeSvarAH dIvyantyatreti aDikaraRe kapraty
841	diśa	diSa	diśa	diSa	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	DajYAprIkiraH kaH’</s> (3-1-135) <s>iti kartari kapraty
842	diha	diha	diha	diha	headword-root		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	<F>3. <s>nandyAditvAt</s> (3-1-134) <s>kartari lyuH . an
844	dīṅ	dIN	dīṅ	dIN	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	<s>‘AtaScopasarge’</s> (3-1-136) <s>iti kartari kapraty
846	dīpī	dIpI	nandyāditvāt	nandyAditvAt	local		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	ak dIpayatIti sandIpanaH . nandyAditvAt kartari lyuH . ta
852	duṣa	duza	ṇyantādasmāt	RyantAdasmAt	local		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	dyAditvAt</s> (3-1-134) <s>RyantAdasmAt kartari lyupraty
859	dṛpa	dfpa	dṛpa	dfpa	headword-root		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	ntAdasmAt nandyAditvAt</s> (3-1-134) <s>kartari lyupraty
865	dṛśir	dfSir	dṛśir	dfSir	headword-root		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	arSanaH . nandyAditvAt</s> (3-1-134) <s>kartari lyuH .</s
865	dṛśir	dfSir	dṛśir	dfSir	headword-root		BAve	action / abstract (bhāve)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	iyAm, sampadAditvAt (vA</s>. 3-3-94) <s>BAve kvip . ‘k
865	dṛśir	dfSir	dṛśir	dfSir	headword-root		BAve	action / abstract (bhāve)	śa	Sa	Other	uncurated affix 'śa' | it-letters: sit (z): marks a sarvadhatuka / sit krt (3.4.113)		generic-decoder	nirdeSabalAt darSanam = paSyaH</s>, <s>BAve Sapraty
868	dṝ	dF	dṝ	dF	headword-root		kartari	agent (kartari)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	rtari Riluk ca’ (vA</s>. 3-3-20) <s>iti kartari GaY . dA
889	dviṣa	dviza	dviṣa	dviza	headword-root		kartari	agent (kartari)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	nyeByo'pi dfSyate’</s> (3-2-178) <s>iti kartari kvip tacC
889	dviṣa	dviza	dviṣa	dviza	headword-root		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	<F>4. <s>nandyAditvAt</s> (3-1-134) <s>kartari lyuH .</s
895	dhāñ	DAY	dhāñ	DAY	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	<s>‘AtaScopasarge’</s> (3-1-136) <s>iti kartari kapraty
895	dhāñ	DAY	bāhulakāt	bAhulakAt	local		kartari	agent (kartari)	ṣṭran	zwran	Other	uncurated affix 'ṣṭran' | it-letters: sit (.s): feminine is formed with nis -i (4.1.41); tit (.t): feminine is formed with nip -i (4.1.15)		generic-decoder	atte iti BUtaDAtrI = pfTivI . bAhulakAt kartari zwranpraty
895	dhāñ	DAY	dhāñ	DAY	headword-root		kartari	agent (kartari)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	arhe kftyatfcaSca’</s> (3-3-169) <s>iti kartari yatpraty
919	dhṛṣā	DfzA	dhṛṣā	DfzA	headword-root		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	. <s>‘igupaDajYA—’</s> (3-1-135) <s>iti kartari kapraty
919	dhṛṣā	DfzA	ṇyantādasmāt	RyantAdasmAt	local		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	dyAditvAt</s> (3-1-134) <s>RyantAdasmAt kartari lyupraty
923	dhorṛ	Dorf	dhorṛ	Dorf	headword-root		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	s>RyantAt nandyAditvAt</s> (3-1-134) <s>kartari lyupraty
933	dhru	Dru	bāhulakāt	bAhulakAt	local		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	</s> (1-4-24) <s>iti nirdeSAt bAhulakAt kartari kapraty
957	pacaṣ	pacaz	pāṭhāt	pAWAt	local		kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	8. <s>nandyAdizu</s> (3-1-134) <s>pAWAt kartari lyupraty
968	patḷ	patx	halantāt	halantAt	local		karaRe	instrument (karaṇe)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	<s>na patantyaneneti apatyam . halantAt karaRe yat . ‘k
972	pada	pada	pada	pada	headword-root		kartari	agent (kartari)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	arujaviSaspfSo GaY’</s> (3-3-16) <s>iti kartari GaY .</s
972	pada	pada	sampūrvakādasmāt	sampUrvakAdasmAt	local		kartari	agent (kartari)	śa	Sa	Other	uncurated affix 'śa' | it-letters: sit (z): marks a sarvadhatuka / sit krt (3.4.113)		generic-decoder	aY .</s></F> <F>10. <s>sampUrvakAdasmAt kartari Sapraty
978	parpa	parpa	saṃjñāyāṃ	saMjYAyAM	local		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	halaSca’</s> (3-3-121) <s>iti saMjYAyAM karaRe GaY .</s
987	pā	pA	pā	pA	headword-root		aDikaraRe	location (adhikaraṇe)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	abilADaHsaMyogAnukUla</s>- <s>vyApAraH) aDikaraRe ktapraty
987	pā	pA	pā	pA	headword-root		kartari	agent (kartari)	śa	Sa	Other	uncurated affix 'śa' | it-letters: sit (z): marks a sarvadhatuka / sit krt (3.4.113)		generic-decoder	rADmADewdfSaH SaH’</s> (3-1-137) <s>iti kartari Sapraty
988	pā	pA	karmaṇyupapade	karmaRyupapade	local		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	kaH’</s> (3-2-3) <s>iti karmaRyupapade kartari kapraty
