L_id	headword	headword_slp1	source	source_slp1	source_class	is_root	source_gloss_de	deriv_marker	context
22260	edhi	eDi	as	as	root	True		von	r. von 1. {#as#}.
22262	ena	ena	a	a	root	True		von	}¦ Instr. von 1. {#a#} In der Bed.  17,16. Vgl. {#enA/#}.
22282	erire	erire	īr	Ir	root	True		von	f. von {#Ir#} mit {#A#}.
22361	eṣaka	ezaka	eṣa	eza	root	True		von	)¦ Demin. von 1. {#eza#}.
22431	aikāyana	EkAyana	eka	eka	root	True		von	. Patron. von {#eka#}.
22439	aikya	Ekya	eka	eka	root	True		von	on {#eka#}. — 2〉 n. — a〉 . — b〉 . — c〉 .
22531	aindhāyana	EnDAyana	indha	inDa	root	True		von	. Patron. von {#inDa#}.
22532	ainya	Enya	ina	ina	root	True		von	on {#ina#}. — 2〉 {#indrasyEnyO#} Name zweier Sāman ĀRṢ. BR.
22537	aiyes	Eyes	īṣ	Iz	root	True		von	r. von {#Iz#}.
22656	oḍha	oQa	vah	vah	root	True		von	{#o/Qa#}¦ Partic. von {#vah#} mit {#A#}.
22662	ota	ota	u	u	root	True		von	{#o/ta#}¦ Partic. von 3. {#u#} mit {#A#} und von {#vA, vayati#} mit {#A#}.
22686	opya	opya	vap	vap	root	True		von	{#o/pya#}¦ Absol. von {#vap#} mit {#A#}.
23028	aurasāyani	OrasAyani	uras	uras	root	True		von	. Patron. von {#uras#} und {#Orasa#}.
23059	aurva	Orva	urva	urva	root	True		von	on {#urva#}) verschiedener Ṛṣi 105,25. Pl. Bez. . *f. {#OrvI#}.
23300	kacika	kacika	kaca	kaca	root	True		von	*{#kacika#}¦ Adj. von {#kaca#}.
23451	kaṭīka	kawIka	kaṭī	kawI	root	True	Hüfte	von	nde eines adj. Comp. von {#kawI#} .
23863	kad	kad	ka	ka	root	True		von	— 4〉  BHĀG. P. — 5〉 *= {#suKa#}. — 6〉 am Anfange eines Comp. als Ausdruck der  oder . — 7〉
23929	kan	kan	cākan	cAkan	stem/word	False		Wurzel/Stamm	n.) . — 3〉  mit Acc. — Mit {#A#} Intens. — 1〉  (Loc.). — 2〉 . Vgl. {#kA#}.
24513	kambha	kamBa	kam	kam	root	True		von	*{#kamBa#}¦ Adj. von {#kam#}.
25356	kalakala	kalakala	rava	rava	root	True		von	
25909	kasa	kasa	kas	kas	root	True		von	*{#kasa#}¦ Adj. von 1. {#kas#}.
25935	kasmāt	kasmAt	ka	ka	root	True		von	{#ka/smAt#}¦ Abl. von 1. {#ka#} 31,11. Als Adv.
25936	kasvara	kasvara	kas	kas	root	True		von	*{#kasvara#}¦ Adj. von 1. {#kas#}.
26462	kāpeya	kApeya	kapi	kapi	root	True		von	
26470	kāpya	kApya	kapi	kapi	root	True		von	. Patron. von {#kapi#}.
26900	kārṇa	kArRa	karṇa	karRa	root	True		von	
26907	kārṇāyani	kArRAyani	karṇa	karRa	root	True		von	d *{#kArRi#}¦ Adj. von {#karRa#}.
26916	kārti	kArti	kṛta	kfta	root	True		von	. Patron. von {#kfta#} Pl. . [Page2-053-c] Vgl. u. {#kArta#} 2〉.
27233	kālala	kAlala	kāla	kAla	root	True		von	*{#kAlala#}¦ Adj. von {#kAla#}.
27409	kālila	kAlila	kāla	kAla	root	True		von	*{#kAlila#}¦ Adj. von {#kAla#}.
27513	kāś	kAS	kas	kas	root	True		von	
27545	kāśila	kASila	kāśa	kASa	root	True		von	*{#kASila#}¦ Adj. von {#kASa#}.
27556	kāśīya	kASIya	kāśa	kASa	root	True		von	〉 *Adj. von {#kASa#} und {#kASi#}. — 2〉 m. N. pr. eines Fürsten.
27669	kāsa	kAsa	kas	kas	root	True		von	1. *{#kAsa#}¦ von {#kas#} P. 3,1,140.
27870	kim	kim	ka	ka	root	True		von	a#}. — 2〉 Adv. — a〉  — b〉 blosses Fragewort, . In Doppelfragen an zweiter Stelle {#kim#} 1
28806	kumārava	kumArava	kumāra	kumAra	root	True		von	{#kumArava#}¦ Adj. von {#kumAra#}.
29183	kulara	kulara	kula	kula	root	True		von	*{#kulara#}¦ Adj. von {#kula#}.
29664	kū	kU	as	as	root	True		von	Mit {#cid#}  9,87,8.
29683	kūjya	kUjya	kūj	kUj	root	True		von	s. von {#kUj#}.
29771	kūpika	kUpika	kūpa	kUpa	root	True		von	*{#kUpika#}¦ Adj. von {#kUpa#}.
29772	kūpita	kUpita	kūpa	kUpa	root	True	Pore	von	{#kUpita#}¦ (von {#kUpa#} ) so v. a.  BHAG. 3,16,15, v. l.
30646	kena	kena	ka	ka	root	True		von	{#ke/na#}¦ Instr. von 1. {#ka#} — 1〉  u. s. w. — 2〉  29,7. 40,2. — 3〉
30889	kaitāyana	kEtAyana	kita	kita	root	True		von	. Patron. von {#kita#}.
31219	koṣaṇa	kozaRa	kuṣ	kuz	root	True		von	} — 2〉 {#I#} in {#jIva˚#}.
31301	kauṭāyana	kOwAyana	kuṭa	kuwa	root	True		von	. Patron. von {#kuwa#}.
31309	kauṭīya	kOwIya	kūṭa	kUwa	root	True		von	*{#kOwIya#}¦ Adj. von {#kUwa#}.
31315	kauṭya	kOwya	kūṭa	kUwa	root	True		von	. — 2〉 f. {#A#} f. zu {#kOwi#}.
31316	kauṭya	kOwya	kūṭa	kUwa	root	True		von	}¦ Adj. von {#kUwa#}.
31418	kaumārāyaṇa	kOmArAyaRa	kumāra	kumAra	root	True		von	. Patron. von {#kumAra#}.
31475	kaulaka	kOlaka	kūla	kUla	root	True		von	*{#kOlaka#}¦ Adj. von {#kUla#}.
31541	kauśika	kOSika	kuśa	kuSa	root	True		von	}¦ Adj. von {#kuSa#} 3〉a〉.
31621	knasa	knasa	knas	knas	root	True		von	*{#knasa#}¦ Adj. von {#knas#}.
31689	kran	kran	krand	krand	root	True		von	te Sg. Aor. von {#krand#}.
31756	kramitar	kramitar	kram	kram	root	True		von	kramitar#}¦ Nom. ag. von {#kram#}.
31808	krātha	krATa	kratha	kraTa	root	True		von	N. pr. — a〉 eines Fürsten. — b〉 eines Sohnes des Dhṛtarāṣṭra. — c〉 eines Wesens im Gefolge
31812	krānta	krAnta	kram	kram	root	True		von	on {#kram#}. — 2〉 *m. — a〉 . — b〉  (astron.). — 3〉 f. {#A#} — a〉 *. — b〉 . — 4〉 n. — a〉 .
32160	kva	kva	ka	ka	root	True		von	on 1. {#ka#} 131,26. — 2〉  in directer und in indirecter Frage. Die nachfolgenden Partikel
32160	kva	kva	ca	ca	root	True		von	
32188	kśā	kSA	khyā	KyA	root	True		von	{#kSA#}¦, {#kSAti#} Nebenform von {#KyA#} in MAITR. S. und KĀṬH.
32389	kṣar	kzar	plakṣa	plakza	root	True		von	
32394	kṣaradhyai	kzaraDyE	kṣar	kzar	root	True		von	¦ Dat. Inf. von {#kzar#}.
32398	kṣarya	kzarya	kṣara	kzara	root	True		von	*{#kzarya#}¦ Adj. von {#kzara#}.
32407	kṣā	kzA	kṣam	kzam	root	True	Erdboden, die Erde	von	on {#kzam#} .
32540	kṣipa	kzipa	kṣip	kzip	root	True		von	l.). — b〉 *Nom. act. von 1. {#kzip#}. — c〉 *fehlerhaft für {#kzapA#} .
32720	kṣuṇa	kzuRa	kṣud	kzud	root	True		von	{#kzuRa#}¦ Partic. von {#kzud#}.
32984	kṣepay	kzepay	kṣi	kzi	root	True		von	#}¦, {#˚yati#} Caus. von 1. {#kzi#} und 1. {#kzip#}.
33086	kṣodita	kzodita	kṣud	kzud	root	True		von	#}. — 2〉 *n. .
33145	kṣmāyitar	kzmAyitar	kṣmāy	kzmAy	root	True		von	zmAyitar#}¦ Nom. ag. von {#kzmAy#}.
33261	khaṭya	Kawya	khaṭa	Kawa	root	True		von	*{#Kawya#}¦ Adj. von {#Kawa#} gaṇa {#gavAdi#} in der KĀŚ.
33288	khaḍavant	Kaqavant	khaḍa	Kaqa	root	True		von	{#Kaqavant#}¦ Adj. von {#Kaqa#}.
33697	khāḍāyana	KAqAyana	khaḍa	Kaqa	root	True		von	. Patron. von {#Kaqa#}.
33733	khād	KAd	khid	Kid	root	True		von	auch Perf. von {#Kid#} sein) — 1〉 . — 2〉 . — Caus. {#KAdayati#} — 1〉  (instr.) GAUT. HEMĀ
33924	khailāyana	KElAyana	khila	Kila	root	True		von	{#KElAyana#}¦ Adj. von {#Kila#}.
34068	gajatā	gajatA	gaja	gaja	root	True	Elephant	von	on {#gaja#} . — 2〉 *.
34070	gajatva	gajatva	gaja	gaja	root	True	Elephant	von	m. abstr. von {#gaja#} .
34407	gatvāya	gatvAya	gam	gam	root	True		von	d {#gatvI/#}¦ Absol. von {#gam#}.
34461	gantave	gantave	gam	gam	root	True		von	¦ Dat. Inf. von {#gam#}.
34681	gamadhyai	gamaDyE	gam	gam	root	True		von	¦ Dat. Inf. von {#gam#} (abhängig von {#vaS#}) 3,11.
34681	gamadhyai	gamaDyE	vaś	vaS	root	True		von	} (abhängig von {#vaS#}) 3,11.
34817	garjya	garjya	garj	garj	root	True		von	s. von {#garj#}.
35154	gahīya	gahIya	gaha	gaha	root	True		von	*{#gahIya#}¦ Adj. von {#gaha#}.
35199	gāṇāyanya	gARAyanya	gaṇa	gaRa	root	True		von	. Patron. von {#gaRa#}.
35259	gādi	gAdi	gada	gada	root	True		von	. Patron. von {#gada#}.
35382	gārhapatya	gArhapatya	agni	agni	root	True	das Feuer des Hausherrn	von	{#agni#}  (eines der drei heiligen Feuer). — 2〉 m. oder n. . — 3〉 m. Pl. . — 4〉 n. .
35408	gāveṣa	gAveza	gaveṣa	gaveza	root	True		von	*{#gAveza#}¦ Adj. von {#gaveza#}.
35649	guḍara	guqara	guḍa	guqa	root	True		von	*{#guqara#}¦ Adj. von {#guqa#}.
35842	gudara	gudara	guda	guda	root	True		von	*{#gudara#}¦ Adj. von {#guda#}.
36045	guhara	guhara	guha	guha	root	True		von	*{#guhara#}¦ Adj. von {#guha#}.
37254	gdha	gDa	ghas	Gas	root	True		von	s. von {#Gas#} in {#agDA/d#}.
37255	gdhi	gDi	ghas	Gas	root	True		von	von {#Gas#} in {#sa/gDi#}.
37578	grāham	grAham	grah	grah	root	True		von	{#grAham#} Absol. von {#grah#}, *{#keSezu#} oder *{#keSErgrAham#}¦  P. 3,4,50, Sch. *{#
37640	glepana	glepana	mad	mad	root	True		von	d#} DHĀTUP.
38180	ca	ca	ca	ca	root	True		von	
38198	caknasa	caknasa	knas	knas	root	True		von	#caknasa#}¦ Nom. ag. von {#knas#}.
39301	caritos	caritos	car	car	root	True		von	¦ Gen. Inf. von {#car#} AIT. ĀR. 2,1.
39498	cākhāyitar	cAKAyitar	khan	Kan	root	True		von	vom Intens. von {#Kan#}.
39658	cāya	cAya	caya	caya	root	True		von	*{#cAya#}¦ Adj. von {#caya#}.
39659	cāyaka	cAyaka	ci	ci	root	True		von	*{#cAyaka#}¦ Adj. von {#ci#}.
39660	cāyanīya	cAyanIya	citra	citra	root	True		von	ng von {#citra#}.
39661	cāyamāna	cAyamAna	cāy	cAy	root	True		von	¦ Partic. von {#cAy#}.
39801	cikitāna	cikitAna	cit	cit	root	True		von	on 4. {#cit#} — 2〉 *m. N. pr. eines Mannes.
39808	cikits	cikits	cit	cit	root	True		von	{#cikits#}¦ Desid. von 4. {#cit#}.
39961	citya	citya	agni	agni	root	True		von	. w.). — b〉 *. — 3〉 *n. .
40383	cīrṇa	cIrRa	car	car	root	True		von	. (neben {#carita#}) von {#car#}.
40388	cīrtvā	cIrtvA	car	car	root	True		von	(neben {#caritvA#}) von {#car#}.
40484	culya	culya	cula	cula	root	True		von	*{#culya#}¦ Adj. von {#cula#}.
40557	cūrti	cUrti	car	car	root	True		von	von {#car#}.
40646	ceṣṭita	cezwita	ceṣṭ	cezw	root	True		von	on {#cezw#}. — 2〉 n. (adj. Comp. f. {#A#} BHĀR. NĀṬYAŚ. 34,118) — a〉  (eines Gliedes, Körp
40695	caitrāyaṇa	cEtrAyaRa	citra	citra	root	True		von	on {#citra#}. Auch Pl. — 2〉 *N. pr. einer Oertlichkeit.
40773	caupāyana	cOpAyana	cupa	cupa	root	True		von	. Patron. von {#cupa#}.
40822	cyuta	cyuta	cyu	cyu	root	True		von	¦ Partic. von 1. {#cyu#}.
40833	cyota	cyota	cyut	cyut	root	True		von	von 2. {#cyut#}.
41116	chitti	Citti	chid	Cid	root	True		von	id#} — 2〉 .
41315	jagdhvāya	jagDvAya	jakṣ	jakz	root	True		von	#jagDvA/ya#}¦ Absol. von 1. {#jakz#} 20,8.
41373	jajñāna	jajYAna	jñā	jYA	root	True		von	}. — 2〉 m. N. pr. eines Mannes ĀRṢ. BR.
41490	janakīya	janakIya	jana	jana	root	True		von	{#janakIya#}¦ Adj. von 1. {#jana#}.
41571	janitos	janitos	jan	jan	root	True		von	f. von {#jan#} ṚV. 4,6,7. AIT. BR. 1,25. 2,7. ŚAT. BR. 3,2,1,31.
41576	janitvī	janitvI	jan	jan	root	True		von	{#janitvI/#}¦ Absol. von {#jan#} ṚV. 10,65,7.
41696	jabdhar	jabDar	jabh	jaB	root	True		von	{#jabDar#}¦ Nom. ag. von {#jaB#}.
41860	jayāyya	jayAyya	ji	ji	root	True		von	*{#jayAyya#}¦ Adj. von 1. {#ji#}.
42417	jāḍāra	jAqAra	jaḍa	jaqa	root	True		von	*{#jAqAra#}¦ von {#jaqa#}.
42454	jātāyana	jAtAyana	jāta	jAta	root	True		von	. Patron. von {#jAta#}. Pl. .
42542	jānāyana	jAnAyana	jana	jana	root	True		von	. Patron. von {#jana#}.
42599	jāmba	jAmba	jamba	jamba	root	True		von	*{#jAmba#}¦ von {#jamba#}.
42621	jāmbha	jAmBa	jambha	jamBa	root	True		von	. Patron. von {#jamBa#}.
42723	jāvāyani	jAvAyani	java	java	root	True		von	*{#jAvAyani#}¦ von {#java#}.
43161	juṣāṇa	juzARa	juṣ	juz	root	True		von	
43168	juṣya	juzya	juṣ	juz	root	True		von	s. von 1. {#juz#}.
43188	jūr	jUr	jvar	jvar	root	True		von	on {#jvar#}.
43190	jūrṇa	jUrRa	jvar	jvar	root	True		von	.
43268	jaivi	jEvi	jīva	jIva	root	True		von	*{#jEvi#}¦ von {#jIva#}.
43269	jaiveya	jEveya	jīva	jIva	root	True		von	. Patron. von {#jIva#}.
44035	taka	taka	ta	ta	root	True		von	{#taka/#}¦ Demin. von 1. {#ta#} 1〉.
44045	takya	takya	tak	tak	root	True		von	s. von {#tak#}.
44073	takṣitar	takzitar	takṣ	takz	root	True		von	takzitar#}¦ Nom. ag. von 1. {#takz#}.
44161	tat	tat	tan	tan	root	True		von	*{#˚tat#}¦ Adj. von 1. {#tan#}.
44171	tatas	tatas	ta	ta	root	True		von	gt auf dem  irgend ein Nachdruck, so wird dieses durch {#a/gre, puras, pUrvam, praTamam#}
44252	tatra	tatra	ta	ta	root	True		von	1. {#ta#} 1〉 in allen Zahlen und Geschlechtern. — 2〉 . — 3〉 . — 4〉 . {#tatra mAsaH#} so v
44298	tad	tad	ta	ta	root	True		von	ls Thema am Anfange eines Comp. — 2〉 Adv. — a〉 . In Correlation mit {#ya/tra yadi#} und {#
44689	tamam	tamam	tam	tam	root	True		von	*{#tamam#}¦ Absol. von {#tam#} P. 6,4,93.
44711	tamin	tamin	tam	tam	root	True		von	*{#tamin#}¦ Adj. von {#tam#}.
44943	tarjita	tarjita	tarj	tarj	root	True		von	on {#tarj#} Caus. — 2〉 n. .
45089	tasmāt	tasmAt	ta	ta	root	True		von	a#} 1〉. Als Adv. . In Correlation mit {#ya/d#} und {#yasmAt#}.
45092	tā	tA	tan	tan	root	True		von	{#tA#}¦ Nebenform von 1. {#tan#} vor {#ya#}.
45166	tādayani	tAdayani	tad	tad	root	True	dieser	von	. Patron. von {#tad#} .
45189	tānavya	tAnavya	tanu	tanu	root	True		von	. Patron. von {#tanu#}.
45248	tāmam	tAmam	tam	tam	root	True		von	*{#tAmam#}¦ Absol. von {#tam#} P. 6,4,93.
45498	tārṇa	tArRa	tṛṇa	tfRa	root	True		von	
45502	tārṇāyana	tArRAyana	tṛṇa	tfRa	root	True		von	. Patron. von {#tfRa#}.
45639	tikīya	tikIya	tika	tika	root	True		von	*{#tikIya#}¦ Adj. von {#tika#}.
45825	tiras	tiras	bhū	BU	root	True	verschwinden machen, vertreiben	von	
46597	tūrṇa	tUrRa	tvar	tvar	root	True		von	on {#tvar#}; s. daselbst.
46764	tṛṇīya	tfRIya	tṛṇa	tfRa	root	True		von	*{#tfRIya#}¦ von {#tfRa#}.
46776	tṛṇṇa	tfRRa	tard	tard	root	True		von	{#tfRRa#}¦ Partic. von {#tard#}.
46858	teja	teja	tij	tij	root	True		von	pr. eines Mannes. — 2〉 f. {#A#}  Karmamāsa.
46915	tena	tena	ta	ta	root	True		von	}¦ Instr. von 1. {#ta#}. Als Adv. — 1〉  in Correl. mit {#yena#} . — 2〉  in Correl. mit {#y
46926	taikāyana	tEkAyana	tika	tika	root	True		von	. Patron. von {#tika#}.
47046	toḍana	toqana	tuḍ	tuq	root	True		von	von {#tuq#} DHĀTUP.
47195	tyad	tyad	tya	tya	root	True		von	dv. (stets mit vorangehendem {#ha#} oder {#ya/sya#}) .
47291	trāṇa	trARa	trā	trA	root	True		von	on 1. {#trA#}. — 2〉 *f. {#A#} und n. . — 3〉 n. — a〉  concret . in Comp. mit dem  mit dem .
47294	trāta	trAta	trā	trA	root	True		von	on 1. {#trA#}. — 2〉 m. N. pr. eines Mannes. — 3〉 n. . {#indrasya#} Name eines Sāman ĀRṢ. B
47300	trāpya	trApya	trap	trap	root	True		von	s. von {#trap#}.
